cod_modelo_color,des_filename,cod_color,des_color,des_sex,des_age,des_line,des_fabric,des_product_category,des_product_aggregated_family,des_product_family,des_product_type,attribute_name,test_id
88_49732861,88_49732861_67065758-95_.jpg,95,ANTRACITA,Female,Adult,WOMAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,waist_type,88_49732861_waist_type
88_49709451,88_49709451_67083261-09_.jpg,09,CAMEL,Male,Adult,MAN,WOVEN,Outerwear,Coats and Parkas,Trenchcoats,Trenchcoat,waist_type,88_49709451_waist_type
88_49712240,88_49712240_67080649-52_.jpg,52,AZUL,Male,Teen,KIDS,WOVEN,Tops,Shirts,Shirt,Shirt,waist_type,88_49712240_waist_type
88_49714087,88_49714087_67044774-83_.jpg,83,ROSA PALO,Female,Kids,KIDS,ACCESSORIES,"Accesories, Swim and Intimate",Accessories,"Hats, scarves and gloves",Headband,waist_type,88_49714087_waist_type
88_49713936,88_49713936_67053266-56_B.jpg,56,NAVY,Male,Kids,KIDS,WOVEN,Outerwear,Coats and Parkas,Parkas,Parka,waist_type,88_49713936_waist_type
88_49726181,88_49726181_67096037-85_B.jpg,85,ROSA,Male,Baby,KIDS,CIRCULAR,Bottoms,Skirts and shorts,Shorts,Bermudas,waist_type,88_49726181_waist_type
88_49728116,88_49728116_67007129-99_.jpg,99,NEGRO,Female,Adult,WOMAN,WOVEN,Tops,Shirts,Shirt,Shirt,waist_type,88_49728116_waist_type
88_49729149,88_49729149_67068636-70_.jpg,70,ROJO,Female,Adult,WOMAN,TRICOT,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,waist_type,88_49729149_waist_type
88_49714090,88_49714090_67050675-56_.jpg,56,NAVY,Male,Teen,KIDS,WOVEN,Outerwear,Jackets and Blazers,Jackets,Overshirt,waist_type,88_49714090_waist_type
88_49721399,88_49721399_67054033-05_.jpg,05,CRUDO,Female,Adult,WOMAN,CIRCULAR,Outerwear,Jackets and Blazers,Jackets,Jacket,waist_type,88_49721399_waist_type
88_49708530,88_49708530_67040300-83_.jpg,83,ROSA PALO,Female,Kids,KIDS,ACCESSORIES,"Accesories, Swim and Intimate",Accessories,"Hats, scarves and gloves",Headband,waist_type,88_49708530_waist_type
88_49735323,88_49735323_67097718-08_.jpg,08,BEIGE,Female,Adult,WOMAN,WOVEN,Outerwear,Jackets and Blazers,Blazers,Blazer,waist_type,88_49735323_waist_type
88_49722716,88_49722716_67075999-03_B.jpg,03,HIELO,Male,Kids,KIDS,CIRCULAR,Bottoms,Skirts and shorts,Shorts,Bermudas,waist_type,88_49722716_waist_type
88_49728484,88_49728484_67038638-70_.jpg,70,ROJO,Female,Adult,WOMAN,WOVEN,Tops,Shirts,Shirt,Shirt,waist_type,88_49728484_waist_type
88_49708393,88_49708393_67080624-92_.jpg,92,GRIS,Male,Adult,MAN,WOVEN,Outerwear,Jackets and Blazers,Vest,Vest,waist_type,88_49708393_waist_type
88_49734602,88_49734602_67087925-02_.jpg,02,OFFWHITE,Female,Adult,WOMAN,WOVEN,Tops,Shirts,Shirt,Shirt,waist_type,88_49734602_waist_type
88_49711150,88_49711150_67070445-CO_.jpg,CO,COBRE,Female,Adult,WOMAN,ACCESSORIES,"Accesories, Swim and Intimate",Accessories,Footwear,Sandals,waist_type,88_49711150_waist_type
88_49717051,88_49717051_67082535-91_B.jpg,91,GRIS CLARO VIGORE,Male,Newborn,KIDS,CIRCULAR,Tops,T-shirts,Bodysuits,Bodysuit,waist_type,88_49717051_waist_type
88_49710546,88_49710546_67020435-34_.jpg,34,MISTERIO,Female,Adult,WOMAN,WOVEN,Tops,Shirts,Shirt,Shirt,waist_type,88_49710546_waist_type
88_49714729,88_49714729_67082914-52_B.jpg,52,AZUL,Male,Baby,KIDS,WOVEN,Bottoms,Trousers & leggings,Trousers,Trousers,waist_type,88_49714729_waist_type
88_49716506,88_49716506_67052534-02_B.jpg,02,OFFWHITE,Female,Newborn,KIDS,CIRCULAR,Tops,Sweaters and Cardigans,Sweatshirts,Sweatshirt,waist_type,88_49716506_waist_type
88_49720813,88_49720813_67083694-01_B.jpg,01,BLANCO,Female,Kids,KIDS,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Jumpsuit,Jumpsuit,waist_type,88_49720813_waist_type
88_49712575,88_49712575_67050454-50_.jpg,50,CELESTE,Female,Adult,WOMAN,TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,waist_type,88_49712575_waist_type
88_49719147,88_49719147_67085723-08_.jpg,08,BEIGE,Female,Adult,WOMAN,WOVEN,Bottoms,Trousers & leggings,Trousers,Trousers,waist_type,88_49719147_waist_type
88_49715674,88_49715674_67082532-43_B.jpg,43,VERDE,Unisex,Newborn,KIDS,TRICOT,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Jumpsuit,Overall,waist_type,88_49715674_waist_type
88_49728140,88_49728140_67039038-57_.jpg,57,AZUL NOCHE,Female,Adult,WOMAN,JEANS,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Jumpsuit,Jumpsuit,waist_type,88_49728140_waist_type
88_49715520,88_49715520_67020477-70_.jpg,70,ROJO,Male,Adult,MAN,CIRCULAR,Tops,T-shirts,Poloshirts,Poloshirt,waist_type,88_49715520_waist_type
88_49724961,88_49724961_67096027-50_.jpg,50,CELESTE,Male,Baby,KIDS,WOVEN,Tops,Shirts,Shirt,Shirt,waist_type,88_49724961_waist_type
88_49727351,88_49727351_67077123-69_.jpg,69,MARINO,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Jumpsuit,Jumpsuit,waist_type,88_49727351_waist_type
88_49733964,88_49733964_67017731-16_B.jpg,16,OCRE,Male,Kids,KIDS,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,waist_type,88_49733964_waist_type
88_49719324,88_49719324_67054029-99_.jpg,99,NEGRO,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Jumpsuit,Jumpsuit,waist_type,88_49719324_waist_type
88_49723055,88_49723055_67086001-56_B.jpg,56,NAVY,Male,Baby,KIDS,CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Jumpsuit,Jumpsuit,waist_type,88_49723055_waist_type
88_49733460,88_49733460_67006763-61_.jpg,61,LILA,Female,Teen,KIDS,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,waist_type,88_49733460_waist_type
88_49711209,88_49711209_67090437-94_.jpg,94,GRIS MEDIO VIGORE,Female,Adult,WOMAN,CIRCULAR,Tops,Sweaters and Cardigans,Cardigans,Cardigan,waist_type,88_49711209_waist_type
88_49730852,88_49730852_67007962-85_B.jpg,85,ROSA,Female,Kids,KIDS,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,waist_type,88_49730852_waist_type
88_49722498,88_49722498_67084056-05_.jpg,05,CRUDO,Female,Adult,WOMAN,TRICOT,Tops,Sweaters and Cardigans,Cardigans,Cardigan,waist_type,88_49722498_waist_type
88_49731294,88_49731294_67026346-85_.jpg,85,ROSA,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,waist_type,88_49731294_waist_type
88_49712737,88_49712737_67060660-01_.jpg,01,BLANCO,Female,Baby,KIDS,JEANS,Bottoms,Jeans,Jeans,Jeans,waist_type,88_49712737_waist_type
88_49718444,88_49718444_67040647-43_.jpg,43,VERDE,Male,Adult,MAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,waist_type,88_49718444_waist_type
88_49709594,88_49709594_67060633-02_.jpg,02,OFFWHITE,Female,Teen,KIDS,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,waist_type,88_49709594_waist_type
88_49724602,88_49724602_67045154-01_.jpg,01,BLANCO,Female,Kids,KIDS,WOVEN,Outerwear,Jackets and Blazers,Jackets,Jacket,waist_type,88_49724602_waist_type
88_49732113,88_49732113_67057699-09_.jpg,09,CAMEL,Male,Adult,MAN,TRICOT,Tops,T-shirts,T-shirt,T-Shirt,waist_type,88_49732113_waist_type
88_49733664,88_49733664_67047144-52_.jpg,52,AZUL,Female,Adult,WOMAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,waist_type,88_49733664_waist_type
88_49713819,88_49713819_67074442-02_.jpg,02,OFFWHITE,Female,Kids,KIDS,ACCESSORIES,"Accesories, Swim and Intimate",Accessories,Footwear,Shoes,waist_type,88_49713819_waist_type
88_49720910,88_49720910_67017114-05_.jpg,05,CRUDO,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,waist_type,88_49720910_waist_type
88_49722992,88_49722992_67020458-PL_.jpg,PL,PLATA,Female,Adult,WOMAN,TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,waist_type,88_49722992_waist_type
88_49725372,88_49725372_67026329-01_.jpg,01,BLANCO,Female,Adult,WOMAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,waist_type,88_49725372_waist_type
88_49730303,88_49730303_67067138-99_.jpg,99,NEGRO,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Jumpsuit,Jumpsuit,waist_type,88_49730303_waist_type
88_49707521,88_49707521_67020628-56_.jpg,56,NAVY,Male,Adult,MAN,WOVEN,Outerwear,Coats and Parkas,Coats,Coat,waist_type,88_49707521_waist_type
88_49711215,88_49711215_67090444-56_.jpg,56,NAVY,Female,Adult,WOMAN,WOVEN,Bottoms,Trousers & leggings,Trousers,Trousers,waist_type,88_49711215_waist_type
88_49711623,88_49711623_67040652-95_.jpg,95,ANTRACITA,Female,Kids,KIDS,CIRCULAR,Tops,Sweaters and Cardigans,Sweatshirts,Sweatshirt,waist_type,88_49711623_waist_type
88_49718979,88_49718979_67044457-PL_.jpg,PL,PLATA,Female,Adult,WOMAN,ACCESSORIES,"Accesories, Swim and Intimate",Accessories,Footwear,Sandals,waist_type,88_49718979_waist_type
88_49723059,88_49723059_67094042-81_.jpg,81,ROSA PASTEL,Female,Adult,WOMAN,CIRCULAR,Tops,Sweaters and Cardigans,Sweatshirts,Sweatshirt,waist_type,88_49723059_waist_type
88_49717308,88_49717308_67064447-02_.jpg,02,OFFWHITE,Male,Adult,MAN,ACCESSORIES,"Accesories, Swim and Intimate",Accessories,"Hats, scarves and gloves",Cap,waist_type,88_49717308_waist_type
88_49723062,88_49723062_67095995-01_.jpg,01,BLANCO,Male,Teen,KIDS,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,waist_type,88_49723062_waist_type
88_49712566,88_49712566_67030461-99_.jpg,99,NEGRO,Female,Adult,WOMAN,WOVEN,Bottoms,Skirts and shorts,Skirts,Skirt,waist_type,88_49712566_waist_type
88_49719097,88_49719097_67014462-91_.jpg,91,GRIS CLARO VIGORE,Male,Adult,MAN,CIRCULAR,Tops,Sweaters and Cardigans,Sweatshirts,Sweatshirt,waist_type,88_49719097_waist_type
88_49719119,88_49719119_67034781-88_.jpg,88,FUCSIA,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,waist_type,88_49719119_waist_type
88_49719694,88_49719694_67084452-TM_.jpg,TM,TEJANO MEDIO,Female,Teen,KIDS,WOVEN,Bottoms,Skirts and shorts,Skirts,Skirt,waist_type,88_49719694_waist_type
88_49730310,88_49730310_67076052-05_B.jpg,05,CRUDO,Female,Kids,KIDS,CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,waist_type,88_49730310_waist_type
88_49732111,88_49732111_67057139-94_.jpg,94,GRIS MEDIO VIGORE,Female,Adult,WOMAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,waist_type,88_49732111_waist_type
88_49735322,88_49735322_67089230-75_.jpg,75,CEREZA,Female,Teen,KIDS,WOVEN,Bottoms,Trousers & leggings,Trousers,Trousers,waist_type,88_49735322_waist_type
88_49710274,88_49710274_67080635-99_.jpg,99,NEGRO,Male,Adult,MAN,WOVEN,Tops,Shirts,Shirt,Shirt,waist_type,88_49710274_waist_type
88_49726106,88_49726106_67016041-02_B.jpg,02,OFFWHITE,Female,Kids,KIDS,CIRCULAR,Bottoms,Skirts and shorts,Shorts,Shorts,waist_type,88_49726106_waist_type
88_49719400,88_49719400_67084028-01_.jpg,01,BLANCO,Female,Adult,WOMAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,waist_type,88_49719400_waist_type
88_49712042,88_49712042_67040654-95_.jpg,95,ANTRACITA,Male,Kids,KIDS,CIRCULAR,Tops,Sweaters and Cardigans,Sweatshirts,Sweatshirt,waist_type,88_49712042_waist_type
88_49712386,88_49712386_67040657-85_.jpg,85,ROSA,Male,Kids,KIDS,WOVEN,Tops,Shirts,Shirt,Shirt,waist_type,88_49712386_waist_type
88_49714730,88_49714730_67082916-99_.jpg,99,NEGRO,Female,Kids,KIDS,WOVEN,Outerwear,Coats and Parkas,Outer Vest,Outer vest,waist_type,88_49714730_waist_type
88_49723537,88_49723537_67026017-TM_.jpg,TM,TEJANO MEDIO,Male,Baby,KIDS,JEANS,Bottoms,Skirts and shorts,Shorts,Bermudas,waist_type,88_49723537_waist_type
88_49724632,88_49724632_67066025-08_.jpg,08,BEIGE,Female,Teen,KIDS,JEANS,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Jumpsuit,Jumpsuit,waist_type,88_49724632_waist_type
88_49727304,88_49727304_67035748-83_.jpg,83,ROSA PALO,Female,Adult,WOMAN,CIRCULAR,Tops,Tops,Tops,Top,waist_type,88_49727304_waist_type
88_49740278,88_49740278_67069605-08_.jpg,08,BEIGE,Male,Adult,MAN,WOVEN,Outerwear,Jackets and Blazers,Blazers,Blazer,waist_type,88_49740278_waist_type
88_49715782,88_49715782_67064444-56_.jpg,56,NAVY,Male,Adult,MAN,CIRCULAR,Outerwear,Jackets and Blazers,Blazers,Blazer,waist_type,88_49715782_waist_type
88_49713360,88_49713360_67021010-92_.jpg,92,GRIS,Female,Adult,WOMAN,WOVEN,Bottoms,Trousers & leggings,Trousers,Trousers,waist_type,88_49713360_waist_type
88_49716271,88_49716271_67074446-05_.jpg,05,CRUDO,Female,Adult,WOMAN,ACCESSORIES,"Accesories, Swim and Intimate",Accessories,Footwear,Shoes,waist_type,88_49716271_waist_type
88_49717291,88_49717291_67052537-02_B.jpg,02,OFFWHITE,Unisex,Newborn,KIDS,CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Jumpsuit,Overall,waist_type,88_49717291_waist_type
88_49732288,88_49732288_67077142-85_.jpg,85,ROSA,Female,Adult,WOMAN,CIRCULAR,Tops,Tops,Tops,Top,waist_type,88_49732288_waist_type
88_49728627,88_49728627_67017135-85_B.jpg,85,ROSA,Female,Kids,KIDS,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,waist_type,88_49728627_waist_type
88_49735319,88_49735319_67077720-08_.jpg,08,BEIGE,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,waist_type,88_49735319_waist_type
88_49724267,88_49724267_67086024-05_.jpg,05,CRUDO,Female,Kids,KIDS,WOVEN,Outerwear,Jackets and Blazers,Jackets,Jacket,waist_type,88_49724267_waist_type
88_49719154,88_49719154_67096727-56_.jpg,56,NAVY,Male,Adult,MAN,CIRCULAR,Bottoms,Skirts and shorts,Shorts,Shorts,waist_type,88_49719154_waist_type
88_49719812,88_49719812_67010426-60_.jpg,60,LAVANDA,Female,Adult,WOMAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,waist_type,88_49719812_waist_type
88_49731691,88_49731691_67017140-99_.jpg,99,NEGRO,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Jumpsuit,Jumpsuit,waist_type,88_49731691_waist_type
88_49718645,88_49718645_67095981-30_.jpg,30,MARRON,Male,Adult,MAN,ACCESSORIES,"Accesories, Swim and Intimate",Accessories,Footwear,Sandals,waist_type,88_49718645_waist_type
88_49723008,88_49723008_67036012-56_.jpg,56,NAVY,Female,Baby,KIDS,CIRCULAR,Bottoms,Skirts and shorts,Shorts,Shorts,waist_type,88_49723008_waist_type
88_49729881,88_49729881_67027722-02_B.jpg,02,OFFWHITE,Male,Baby,KIDS,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,waist_type,88_49729881_waist_type
88_49714688,88_49714688_67013696-50_.jpg,50,CELESTE,Female,Kids,KIDS,CIRCULAR,Tops,Sweaters and Cardigans,Sweatshirts,Sweatshirt,waist_type,88_49714688_waist_type
88_49716119,88_49716119_67075722-05_.jpg,05,CRUDO,Female,Baby,KIDS,WOVEN,Outerwear,Jackets and Blazers,Jackets,Jacket,waist_type,88_49716119_waist_type
88_49727747,88_49727747_67039037-TO_.jpg,TO,TEJANO OSCURO,Female,Adult,WOMAN,JEANS,Bottoms,Skirts and shorts,Skirts,Skirt,waist_type,88_49727747_waist_type
88_49723594,88_49723594_67074789-TM_.jpg,TM,TEJANO MEDIO,Female,Adult,WOMAN,JEANS,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Jumpsuit,Jumpsuit,waist_type,88_49723594_waist_type
88_49728692,88_49728692_67063273-96_.jpg,96,GRIS OSCURO VIGORE,Female,Adult,WOMAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,waist_type,88_49728692_waist_type
88_49711613,88_49711613_67030652-02_B.jpg,02,OFFWHITE,Male,Baby,KIDS,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,waist_type,88_49711613_waist_type
88_49715144,88_49715144_67000684-TC_.jpg,TC,TEJANO CLARO,Female,Kids,KIDS,JEANS,Bottoms,Jeans,Jeans,Jeans,waist_type,88_49715144_waist_type
88_49727753,88_49727753_67047909-01_.jpg,01,BLANCO,Female,Young,WOMAN,TRICOT,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,waist_type,88_49727753_waist_type
88_49712847,88_49712847_67060461-08_.jpg,08,BEIGE,Female,Adult,WOMAN,TRICOT,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,waist_type,88_49712847_waist_type
88_49723143,88_49723143_67006008-11_B.jpg,11,AMARILLO PASTEL,Male,Kids,KIDS,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,waist_type,88_49723143_waist_type
88_49731684,88_49731684_67007143-02_.jpg,02,OFFWHITE,Female,Adult,WOMAN,TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,waist_type,88_49731684_waist_type
88_49712866,88_49712866_67080461-08_.jpg,08,BEIGE,Female,Adult,WOMAN,TRICOT,Tops,Sweaters and Cardigans,Cardigans,Cardigan,waist_type,88_49712866_waist_type
88_49713003,88_49713003_67020668-95_.jpg,95,ANTRACITA,Female,Baby,KIDS,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,waist_type,88_49713003_waist_type
88_49731334,88_49731334_67038653-99_B.jpg,99,NEGRO,Female,Adult,WOMAN,WOVEN,Tops,Shirts,Shirt,Shirt,waist_type,88_49731334_waist_type
88_49712045,88_49712045_67043263-37_.jpg,37,KHAKI,Female,Adult,WOMAN,WOVEN,Outerwear,Jackets and Blazers,Jackets,Jacket,waist_type,88_49712045_waist_type
88_49721372,88_49721372_67037700-50_.jpg,50,CELESTE,Female,Kids,KIDS,ACCESSORIES,"Accesories, Swim and Intimate",Accessories,Footwear,Beach Shoes,waist_type,88_49721372_waist_type
88_49724136,88_49724136_67024789-02_.jpg,02,OFFWHITE,Female,Adult,WOMAN,WOVEN,Tops,Shirts,Shirt,Shirt,waist_type,88_49724136_waist_type
88_49729749,88_49729749_67037138-02_.jpg,02,OFFWHITE,Female,Adult,WOMAN,JEANS,Outerwear,Jackets and Blazers,Vest,Vest,waist_type,88_49729749_waist_type
88_49723139,88_49723139_67005739-OR_.jpg,OR,ORO,Female,Adult,WOMAN,ACCESSORIES,"Accesories, Swim and Intimate",Accessories,Footwear,Sandals,waist_type,88_49723139_waist_type
88_49724638,88_49724638_67067699-99_.jpg,99,NEGRO,Female,Adult,WOMAN,ACCESSORIES,"Accesories, Swim and Intimate",Accessories,Footwear,Shoes,waist_type,88_49724638_waist_type
88_49731376,88_49731376_67069404-37_.jpg,37,KHAKI,Female,Adult,WOMAN,WOVEN,Bottoms,Skirts and shorts,Shorts,Shorts,waist_type,88_49731376_waist_type
88_49720322,88_49720322_67073271-99_.jpg,99,NEGRO,Female,Adult,WOMAN,WOVEN,Outerwear,Jackets and Blazers,Jackets,Jacket,waist_type,88_49720322_waist_type
88_49711354,88_49711354_67040377-52_.jpg,52,AZUL,Female,Teen,KIDS,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,waist_type,88_49711354_waist_type
88_49729330,88_49729330_67077136-99_.jpg,99,NEGRO,Female,Adult,WOMAN,WOVEN,Bottoms,Trousers & leggings,Trousers,Trousers,waist_type,88_49729330_waist_type
88_49721677,88_49721677_67014788-06_.jpg,06,PIEDRA,Female,Adult,WOMAN,WOVEN,Outerwear,Jackets and Blazers,Jackets,Jacket,waist_type,88_49721677_waist_type
88_49717023,88_49717023_67044449-PL_.jpg,PL,PLATA,Female,Adult,WOMAN,ACCESSORIES,"Accesories, Swim and Intimate",Accessories,Footwear,Shoes,waist_type,88_49717023_waist_type
88_49722771,88_49722771_67095149-05_.jpg,05,CRUDO,Female,Teen,KIDS,WOVEN,Outerwear,Jackets and Blazers,Vest,Vest,waist_type,88_49722771_waist_type
88_49711154,88_49711154_67070640-02_.jpg,02,OFFWHITE,Female,Adult,WOMAN,WOVEN,Outerwear,Coats and Parkas,Puffer coats,Puffer coat,waist_type,88_49711154_waist_type
88_49718095,88_49718095_67014452-40_.jpg,40,VERDE PASTEL,Male,Adult,MAN,TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,waist_type,88_49718095_waist_type
88_49718208,88_49718208_67095980-07_.jpg,07,ARENA,Male,Adult,MAN,TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,waist_type,88_49718208_waist_type
88_49723259,88_49723259_67057698-99_.jpg,99,NEGRO,Male,Adult,MAN,WOVEN,Outerwear,Jackets and Blazers,Blazers,Blazer,waist_type,88_49723259_waist_type
88_49718195,88_49718195_67085980-05_.jpg,05,CRUDO,Male,Adult,MAN,TRICOT,Tops,T-shirts,T-shirt,T-Shirt,waist_type,88_49718195_waist_type
88_49719415,88_49719415_67085726-87_.jpg,87,CORAL,Female,Adult,WOMAN,WOVEN,Outerwear,Jackets and Blazers,Vest,Vest,waist_type,88_49719415_waist_type
88_49721714,88_49721714_67045735-99_.jpg,99,NEGRO,Female,Adult,WOMAN,CIRCULAR,Tops,Tops,Tops,Top,waist_type,88_49721714_waist_type
88_49722711,88_49722711_67074474-02_B.jpg,02,OFFWHITE,Female,Newborn,KIDS,WOVEN,Tops,Shirts,Shirt,Blouse,waist_type,88_49722711_waist_type
88_49723710,88_49723710_67054060-43_.jpg,43,VERDE,Female,Adult,WOMAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,waist_type,88_49723710_waist_type
88_49713032,88_49713032_67040663-45_.jpg,45,AGUA,Male,Baby,KIDS,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,waist_type,88_49713032_waist_type
88_49714737,88_49714737_67090666-75_.jpg,75,CEREZA,Female,Adult,WOMAN,CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,waist_type,88_49714737_waist_type
88_49719313,88_49719313_67047685-02_.jpg,02,OFFWHITE,Male,Adult,MAN,WOVEN,Bottoms,Trousers & leggings,Trousers,Trousers,waist_type,88_49719313_waist_type
88_49719690,88_49719690_67077685-05_.jpg,05,CRUDO,Female,Adult,WOMAN,ACCESSORIES,"Accesories, Swim and Intimate",Accessories,"Hats, scarves and gloves",Foulard,waist_type,88_49719690_waist_type
88_49721385,88_49721385_67047696-01_.jpg,01,BLANCO,Female,Baby,KIDS,ACCESSORIES,"Accesories, Swim and Intimate",Accessories,Footwear,Beach Shoes,waist_type,88_49721385_waist_type
88_49723719,88_49723719_67086020-02_B.jpg,02,OFFWHITE,Female,Baby,KIDS,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,waist_type,88_49723719_waist_type
88_49733136,88_49733136_67067924-43_.jpg,43,VERDE,Male,Adult,MAN,CIRCULAR,Tops,T-shirts,Poloshirts,Poloshirt,waist_type,88_49733136_waist_type
88_49720908,88_49720908_67017113-07_.jpg,07,ARENA,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,waist_type,88_49720908_waist_type
88_49714911,88_49714911_67023271-99_.jpg,99,NEGRO,Female,Adult,WOMAN,TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,waist_type,88_49714911_waist_type
88_49715194,88_49715194_67062532-01_.jpg,01,BLANCO,Female,Adult,WOMAN,WOVEN,Tops,Shirts,Shirt,Blouse,waist_type,88_49715194_waist_type
88_49730249,88_49730249_67017139-56_.jpg,56,NAVY,Female,Adult,WOMAN,TRICOT,Tops,Sweaters and Cardigans,Cardigans,Cardigan,waist_type,88_49730249_waist_type
88_49718093,88_49718093_67014452-06_.jpg,06,PIEDRA,Male,Adult,MAN,TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,waist_type,88_49718093_waist_type
88_49732395,88_49732395_67098275-45_B.jpg,45,AGUA,Male,Newborn,KIDS,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Jumpsuit,Overall,waist_type,88_49732395_waist_type
88_49711331,88_49711331_67010453-70_.jpg,70,ROJO,Male,Adult,MAN,WOVEN,Tops,Shirts,Shirt,Shirt,waist_type,88_49711331_waist_type
88_49715639,88_49715639_67052919-81_B.jpg,81,ROSA PASTEL,Unisex,Newborn,KIDS,TRICOT,Bottoms,Trousers & leggings,Trousers,Trousers,waist_type,88_49715639_waist_type
88_49719933,88_49719933_67057112-08_.jpg,08,BEIGE,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Jumpsuit,Jumpsuit,waist_type,88_49719933_waist_type
88_49729331,88_49729331_67077708-02_.jpg,02,OFFWHITE,Female,Teen,KIDS,CIRCULAR,Bottoms,Skirts and shorts,Skirts,Skirt,waist_type,88_49729331_waist_type
88_49723860,88_49723860_67036021-85_B.jpg,85,ROSA,Female,Baby,KIDS,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,waist_type,88_49723860_waist_type
88_49719699,88_49719699_67086315-30_.jpg,30,MARRON,Female,Adult,WOMAN,WOVEN,Outerwear,Coats and Parkas,Trenchcoats,Trenchcoat,waist_type,88_49719699_waist_type
88_49734561,88_49734561_67018659-50_.jpg,50,CELESTE,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,waist_type,88_49734561_waist_type
88_49711171,88_49711171_67080435-70_B.jpg,70,ROJO,Male,Kids,KIDS,CIRCULAR,Tops,T-shirts,Poloshirts,Poloshirt,waist_type,88_49711171_waist_type
88_49731023,88_49731023_67069224-56_.jpg,56,NAVY,Male,Adult,MAN,CIRCULAR,Bottoms,Skirts and shorts,Shorts,Shorts,waist_type,88_49731023_waist_type
88_49718094,88_49718094_67014452-37_.jpg,37,KHAKI,Male,Adult,MAN,TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,waist_type,88_49718094_waist_type
