cod_modelo_color,cane_height_type,closure_placement,heel_shape_type,knit_structure,length_type,neck_lapel_type,silhouette_type,sleeve_length_type,toecap_type,waist_type,woven_structure
84_1161643,,,,,10,31,37,3,,,3
84_1161657,,1,,,10,5,32,2,,,1
84_1161660,,3,,,5,,24,,,2,3
84_1161665,,1,,,10,7,32,2,,,3
84_1161670,,,,,10,,,1,,,1
84_1161675,,,,,10,31,34,1,,,1
84_1161681,,,,,10,31,32,3,,,1
84_1161690,,,,,10,,32,,,,1
84_1161694,,,,,5,,32,,,1,3
84_1161699,,1,,,10,9,27,2,,,3
84_1161702,,1,,,10,6,34,2,,,3
84_1161709,,,,,5,,37,,,1,3
84_1161715,,5,,,8,,32,,,2,1
84_1161723,,6,,2,10,23,32,2,,,
84_1161747,,6,,3,10,1,32,2,,,
84_1161752,,6,,1,5,24,27,2,,,
84_1161754,,,1,,,,,,3,,
84_1161764,,6,,2,10,23,32,2,,,
84_1161775,,1,,3,10,24,32,2,,,
84_1161779,,,,,5,,,,,1,3
84_1161788,,,,,,2,,2,,,1
84_1161793,,,,,10,31,32,1,,,1
84_1161798,,,,,4,31,27,2,,,1
84_1161803,,6,,3,10,1,32,2,,,
84_1161809,,1,,3,10,24,32,2,,,
84_1161811,,6,,1,5,24,27,2,,,
84_1161819,,,,,10,31,32,2,,,1
84_1161820,,5,,,8,,24,,,4,3
84_1161824,,6,,3,10,1,32,2,,,
84_1161833,,1,,3,10,24,32,2,,,
84_1161834,,6,,,10,31,47,2,,,3
84_1161838,,1,,,10,9,27,2,,,1
84_1161871,,,,,5,,,,,1,3
84_1161878,,1,,,3,6,37,2,,,3
84_1161880,,,8,,,,,,4,,
84_1161887,,,7,,,,,,4,,
84_1161902,,,,,5,,,,,2,3
84_1161907,,3,,,5,5,,1,,,1
84_1161913,,,8,,,,,,4,,
84_1161919,,4,,,5,14,,3,,,1
84_1161921,,,,,10,,37,,,4,3
84_1161922,,1,,,5,6,27,2,,,1
84_1161939,,,,,13,,26,,,2,3
84_1161953,,1,,,10,31,32,2,,,1
84_1161964,,,7,,,,,,4,,
84_1161965,,,,,,,32,,,1,3
84_1161980,,6,,,5,15,37,5,,,1
84_1161989,,1,,,,6,,1,,,1
84_1161995,,1,,,10,6,34,2,,,3
84_1162001,,,7,,,,,,4,,
84_1162003,,3,,,5,13,,1,,,1
84_1162006,,,,,,,,,,4,1
84_1162007,,,,,3,,38,,,1,3
84_1162012,,6,,,5,,37,5,,,1
84_1162013,,,,,5,,,,,4,1
84_1162017,,1,,,3,24,20,2,,,1
84_1162019,,,,,5,,23,,,1,3
84_1162026,,,,,4,,17,,,2,3
84_1162029,,,,,5,,23,,,1,3
84_1162041,,,,,10,,36,,,4,3
84_1162064,,,,,5,,,,,1,3
84_1162078,,,,,10,3,37,2,,,1
84_1162086,,,,,5,,37,,,4,3
84_1162090,,,,,10,31,34,2,,,1
84_1162100,,,,,10,31,32,2,,,1
84_1162102,,,,,5,,34,,,2,1
84_1162103,,4,,,3,31,32,2,,,3
84_1162111,,,,,10,31,32,2,,,1
84_1162118,,1,,,3,24,20,2,,,1
84_1162125,,1,,,10,,32,,,,2
84_1162128,,6,,1,10,31,37,2,,,
84_1162151,,1,,,10,24,37,,,,1
84_1162153,,,1,,,,,,3,,
84_1162155,,1,,,5,18,32,1,,,1
84_1162156,,1,,,10,7,32,2,,,3
84_1162158,,6,,1,5,27,32,2,,,
84_1162163,,6,,1,5,27,32,2,,,
84_1162176,,6,,1,10,31,37,2,,,
84_1162177,,,7,,,,,,4,,
84_1162182,,6,,,5,31,27,2,,,3
84_1162196,,1,,,10,6,27,1,,,2
84_1162209,,,,,5,,34,,,3,1
84_1162215,,6,,3,10,31,32,2,,,
84_1162227,,,,,10,,23,,,1,3
84_1162228,,6,,,,24,,6,,,1
84_1162230,,1,,,10,29,27,2,,,1
84_1162238,3,,7,,,,,,4,,
84_1162240,,,,,5,,12,,,4,3
84_1162245,,,,,13,,17,,,4,3
84_1162255,,6,,,5,31,27,2,,,3
84_1162272,,4,,,5,24,,6,,,1
84_1162277,3,,7,,,,,,4,,
84_1162282,,5,,,5,15,,5,,,1
84_1162290,,,,,5,,12,,,4,3
84_1162293,,,,,3,,26,,,1,2
84_1162299,,,1,,,,,,3,,
84_1162300,,,,,10,31,32,1,,,1
84_1162308,,6,,1,10,31,37,2,,,
84_1162319,,6,,1,5,27,32,2,,,
84_1162324,,1,,,10,6,27,2,,,1
84_1162325,,6,,,5,31,27,2,,,3
84_1162329,,,7,,,,,,4,,
84_1162335,,,,,10,,37,,,1,1
84_1162338,,,,,13,,38,,,2,3
84_1162339,,,,,,,32,,,2,3
84_1162350,,1,,,10,,27,2,,,3
84_1162355,,,7,,,,,,4,,
84_1162358,,,,,10,,37,,,4,1
84_1162363,,6,,3,10,24,32,2,,,
84_1162367,,6,,,10,31,47,2,,,3
84_1162374,,,,,10,,37,,,4,1
84_1162378,,6,,1,5,24,27,2,,,
84_1162381,,,,,10,31,34,1,,,1
84_1162384,,6,,3,10,24,32,2,,,
84_1162388,,,,,,,,,,1,1
84_1162390,,,,,10,,34,,,1,1
84_1162393,,4,,3,10,23,32,2,,,
84_1162394,,,7,,,,,,4,,
84_1162395,,,,,10,,37,,,1,
84_1162404,,1,,,10,26,37,2,,,1
84_1162407,,,,,10,,26,,,2,2
84_1162408,,6,,,10,31,47,2,,,3
84_1162411,,6,,3,10,24,32,2,,,
84_1162412,,1,,,10,26,37,2,,,1
84_1162414,,1,,,10,26,37,2,,,1
84_1162416,,,,,13,,38,,,2,3
84_1162417,,,,,10,,37,,,1,
84_1162421,,6,,1,8,31,32,2,,,
84_1162423,,1,,,10,26,32,6,,,3
84_1162425,,1,,,10,6,32,2,,,3
84_1162428,,,,,,,,,,1,1
84_1162440,,,,,10,31,34,1,,,1
84_1162447,,,7,,,,,,4,,
84_1162450,,,,,13,,38,,,2,3
84_1162452,,,,,5,,44,,,4,3
84_1162454,,1,,,10,26,37,2,,,1
84_1162455,,1,,,10,26,37,2,,,1
84_1162456,,,,,5,,44,,,4,3
84_1162460,,,,,5,,44,,,4,3
84_1162463,,,,,5,,,,,1,1
84_1162464,,,5,,,,,,2,,
84_1162478,,,,,3,,37,,,1,1
84_1162484,,3,,,8,,,,,4,1
84_1162487,,,7,,,,,,4,,
84_1162492,,1,,,10,6,32,6,,,1
84_1162497,,1,,1,10,23,32,2,,,
84_1162499,,,,,5,,44,,,2,3
84_1162542,,,,,4,,17,,,4,3
84_1162550,,,,,4,,17,,,4,3
84_1162559,,1,,1,10,7,32,2,,,
84_1162565,,1,,1,10,23,32,,,,
84_1162571,,,,,5,,,,,1,1
84_1162573,,6,,1,10,31,32,2,,,
84_1162575,,,,,,,,,,1,1
84_1162579,,,,,5,,,,,4,1
84_1162582,,6,,,8,,20,,,1,1
84_1162583,,1,,,10,6,32,2,,,2
84_1162584,,1,,,10,29,32,2,,,
84_1162590,,6,,1,10,31,32,2,,,
84_1162593,,,,,3,,32,,,1,1
84_1162595,,,,,5,,,,,2,1
84_1162597,,1,,,10,26,34,2,,,1
84_1162604,,,,,5,,44,,,2,3
84_1162605,,4,,1,10,23,32,2,,,
84_1162606,,1,,,3,,32,,,2,3
84_1162616,,6,,,3,24,32,3,,,3
84_1162622,,1,,,10,,27,2,,,3
84_1162634,,,,,4,31,37,3,,,1
84_1162663,,,,,5,,34,,,2,1
84_1162670,3,,7,,,,,,4,,
84_1162672,,6,,,8,24,32,3,,,3
84_1162677,,1,,,5,18,27,6,,,
84_1162683,,,,,,,,3,,,1
84_1162689,,1,,1,10,7,32,2,,,
84_1162711,,,,,4,31,,3,,,1
84_1162724,,1,,,5,18,27,6,,,
84_1162737,3,,7,,,,,,4,,
84_1162743,,,,,4,31,32,1,,,1
84_1162746,,6,,1,10,31,37,,,,
84_1162747,,,,,10,,34,,,4,1
84_1162753,,1,,,10,6,32,2,,,3
84_1162772,,,,,10,31,32,2,,,1
84_1162774,,,,,10,,34,,,4,1
84_1162781,,,,,4,31,,1,,,1
84_1162787,,,,,10,,34,,,4,1
84_1162792,,,,,13,,38,,,2,3
84_1162796,,1,,,10,6,32,2,,,3
84_1162803,,,,,10,,34,,,4,1
84_1162804,,,,,10,31,,2,,,1
84_1162810,,1,,,10,29,34,2,,,1
84_1162813,,,,,10,31,32,2,,,1
84_1162827,,,,,4,31,32,1,,,1
84_1162836,,,,,4,31,32,1,,,1
84_1162839,,1,,,5,22,27,2,,,2
84_1162849,,6,,1,5,1,37,2,,,
84_1162852,,6,,3,10,31,32,2,,,
84_1162858,,6,,2,10,31,32,2,,,
84_1162864,,,,,10,31,,2,,,1
84_1162868,,,,,10,24,34,2,,,1
84_1162887,,1,,,10,29,34,2,,,1
84_1162890,,1,,,3,5,37,,,,2
84_1162892,,,,,4,31,32,1,,,1
84_1162900,,,,,10,31,,2,,,1
84_1162921,,1,,,10,29,34,2,,,1
84_1162929,,,,,4,31,,1,,,1
84_1162941,,6,,1,5,1,37,2,,,
84_1162952,,1,,,10,29,34,2,,,1
84_1162959,,,,,5,,17,,,1,3
84_1162967,,,,,10,10,32,3,,,3
84_1162978,,,,,4,31,32,1,,,1
84_1162980,,,,,10,31,34,1,,,1
84_1162985,,,,,10,31,32,1,,,3
84_1162986,,,,,5,,,,,4,1
84_1162988,,,,,10,10,32,3,,,3
84_1163010,,1,,1,10,31,32,2,,,
84_1163013,,,,,5,,47,,,,
84_1163019,,6,,1,5,31,37,1,,,
84_1163020,,6,,,8,1,20,2,,,1
84_1163023,,,,,10,31,32,1,,,3
84_1163024,,5,,,5,6,32,2,,,3
84_1163027,,,,1,10,,36,,,1,
84_1163045,,6,,,4,14,37,2,,,1
84_1163050,,5,,,5,6,32,2,,,3
84_1163060,,4,,,3,31,32,2,,,1
84_1163067,,1,,,10,24,37,2,,,1
84_1163076,,,,,10,31,34,1,,,1
84_1163084,,,,,5,,17,,,1,3
84_1163086,,,,,10,10,37,2,,,1
84_1163094,,3,,,3,15,32,5,,,3
84_1163128,,,,,5,31,47,1,,,1
84_1163139,,6,,,5,12,27,6,,,
84_1163141,,,,,10,10,32,3,,,3
84_1163145,,,,,10,31,47,1,,,1
84_1163152,,,,,5,,17,,,1,3
84_1163166,,,,,10,31,47,2,,,1
84_1163171,,4,,,3,31,32,2,,,1
84_1163181,,,,,5,31,47,1,,,1
84_1163186,,,,,5,31,47,1,,,1
84_1163187,,1,,,5,6,37,,,,3
84_1163189,,,,,10,31,34,1,,,1
84_1163197,,,,,5,,47,,,,
84_1163213,,,,,10,31,34,1,,,1
84_1163216,,6,,1,5,31,20,1,,,
84_1163218,,5,,,5,6,32,2,,,3
84_1163239,,,,,10,31,34,1,,,1
84_1163242,,,,,3,,,,,,3
84_1163247,,,,,5,31,47,1,,,1
84_1163251,,1,,1,3,23,32,2,,,
84_1163253,,6,,3,10,24,32,2,,,
84_1163255,,,,,10,31,34,1,,,1
84_1163262,,,,,10,31,34,1,,,1
84_1163266,,,,,13,,17,,,2,3
84_1163269,,6,,,10,31,27,2,,,3
84_1163276,,1,,1,10,31,32,2,,,
84_1163283,,,,,10,,37,,,4,1
84_1163289,,3,,,3,31,20,2,,,1
84_1163295,,,,,10,,38,,,1,3
84_1163296,,,,,10,31,34,1,,,1
84_1163298,,1,,,10,,27,2,,,3
84_1163301,,1,,,10,,32,,,,3
84_1163302,,6,,3,10,24,32,2,,,
84_1163304,,,,1,10,,36,,,1,
84_1163307,,6,,,5,12,27,6,,,
84_1163308,,,,,5,,47,,,,
84_1163309,,,,,3,,38,,,1,1
84_1163313,,6,,,8,,32,2,,,1
84_1163317,,1,,,10,29,32,,,,3
84_1163322,,1,,,5,6,32,2,,,1
84_1163334,,1,,,10,29,37,2,,,
84_1163336,,,12,,,,,,4,,
84_1163338,,1,,,5,6,27,2,,,1
84_1163339,,6,,,8,14,20,1,,,1
84_1163343,,,,,10,31,32,1,,,1
84_1163345,,1,,,3,6,37,1,,,2
84_1163346,,1,,,10,6,32,2,,,1
84_1163347,,1,,,10,,32,,,,3
84_1163355,,6,,,5,,20,5,,,4
84_1163363,,1,,,10,29,32,,,,3
84_1163365,,1,,,3,6,37,2,,,1
84_1163374,,6,,,5,11,20,2,,,1
84_1163381,,6,,,5,,20,5,,,4
84_1163397,,,,,5,31,27,1,,,1
84_1163403,,,12,,,,,,4,,
84_1163406,,,,,10,31,32,1,,,1
84_1163414,,5,,,5,11,20,2,,,1
84_1163415,,,,,13,,36,,,4,3
84_1163429,,1,,,8,,20,1,,,3
84_1163430,,,,,10,31,32,1,,,1
84_1163434,,,,,,,32,,,2,2
84_1163443,,,,,10,,36,,,1,3
84_1163456,,5,,,5,11,20,2,,,1
84_1163457,,1,,,10,7,32,2,,,3
84_1163458,,,12,,,,,,4,,
84_1163472,,,,,10,5,37,2,,,1
84_1163474,,,,,10,31,32,1,,,1
84_1163488,,1,,,3,6,37,2,,,1
84_1163495,,1,,,10,6,32,2,,,3
84_1163496,,6,,,3,1,20,2,,,3
84_1163501,,1,,,5,6,27,2,,,1
84_1163507,,1,,,8,,20,1,,,3
84_1163515,,,,,4,,2,,,4,3
84_1163520,,,,,10,,44,,,4,3
84_1163531,,1,,,3,6,32,1,,,2
84_1163532,,,,,10,31,32,1,,,1
84_1163541,,,,,10,31,32,1,,,1
84_1163543,,1,,,10,6,32,2,,,3
84_1163545,,6,,,5,11,20,2,,,1
84_1163571,,,,,4,,32,,,1,1
84_1163581,,,,,10,,36,,,1,3
84_1163590,,1,,,8,,20,1,,,3
84_1163594,,,,,,,32,,,2,2
84_1163609,,,,,13,,36,,,4,3
84_1163612,,1,,,5,6,27,2,,,1
84_1163617,,,,,10,31,32,1,,,1
84_1163619,,,,,5,31,27,1,,,1
84_1163631,,1,,,5,6,20,2,,,1
84_1163633,,1,,,5,6,37,1,,,2
84_1163640,,1,,,10,29,37,2,,,
84_1163644,,6,,3,4,10,32,2,,,
84_1163645,,1,,,10,7,32,2,,,3
84_1163652,,6,,,10,14,37,1,,,1
84_1163655,,1,,,5,6,32,,,,3
84_1163659,,,,,4,,44,,,4,3
84_1163660,,1,,,10,7,20,2,,,1
84_1163663,,1,,,5,24,20,1,,,1
84_1163677,,1,,,10,6,34,2,,,1
84_1163686,,,7,,,,,,4,,
84_1163688,,1,,,5,11,20,3,,,1
84_1163689,,1,,,5,24,20,1,,,1
84_1163691,,,,,10,,34,,,,
84_1163696,,1,,,10,6,34,2,,,1
84_1163697,,3,,,3,5,20,1,,,1
84_1163704,,1,,,5,6,27,2,,,1
84_1163705,,,,,10,31,37,2,,,1
84_1163706,,,,,10,24,32,1,,,1
84_1163710,,,,,10,,34,,,,
84_1163711,,,,,3,,,,,,3
84_1163719,,1,,,5,6,,2,,,1
84_1163723,,,,,10,24,32,1,,,1
84_1163725,,1,,,10,6,34,2,,,1
84_1163728,,1,,,10,7,32,2,,,3
84_1163729,,1,,,5,6,34,2,,,1
84_1163730,,5,,,3,6,20,3,,,1
84_1163732,,,,,10,,34,,,,
84_1163735,,,,,4,5,37,2,,,1
84_1163742,,1,,,5,6,32,1,,,1
84_1163743,,,,,5,,,,,4,1
84_1163744,,1,,,5,11,20,3,,,1
84_1163747,,,,,10,24,32,1,,,1
84_1163749,,,7,,,,,,4,,
84_1163753,,3,,,3,,20,,,,1
84_1163754,,3,,,3,31,32,2,,,1
84_1163760,,,,,10,31,34,2,,,1
84_1163765,,,7,,,,,,4,,
84_1163771,,6,,1,10,,32,2,,,
84_1163774,,6,,3,10,31,32,2,,,
84_1163775,,6,,,10,31,27,2,,,3
84_1163776,,,,,10,31,34,2,,,1
84_1163778,,,,,10,24,32,1,,,1
84_1163779,,1,,,3,24,20,1,,,1
84_1163782,,,,,5,,,,,,3
84_1163783,,,,,10,24,32,1,,,1
84_1163784,,,,,10,20,37,4,,,1
84_1163786,,,,,10,31,34,2,,,1
84_1163788,,,,,5,,3,,,1,1
84_1163790,,1,,,10,6,37,2,,,1
84_1163794,,3,,,5,24,32,5,,,1
84_1163796,,5,,,3,11,32,2,,,1
84_1163799,,5,,,3,6,20,3,,,1
84_1163811,,1,,,10,33,27,2,,,1
84_1163813,,,,,5,,3,,,4,3
84_1163816,,1,,,10,6,37,2,,,1
84_1163824,,,,,,31,32,1,,,1
84_1163825,,6,,1,10,5,32,2,,,
84_1163832,,,,,,,37,,,1,3
84_1163834,,,,,5,,32,,,4,
84_1163836,,4,,,10,31,27,2,,,
84_1163838,,1,,3,10,24,32,2,,,
84_1163839,,,,,10,31,32,2,,,1
84_1163842,,,,,4,,37,,,4,3
84_1163845,,1,,1,10,24,32,2,,,
84_1163847,,3,,,5,5,37,3,,,3
84_1163848,,1,,,10,,37,2,,,3
84_1163851,,3,,,5,24,32,1,,,1
84_1163857,,6,,1,8,32,37,2,,,
84_1163864,,6,,,8,,20,,,1,1
84_1163865,,6,,1,10,5,32,2,,,
84_1163873,,6,,2,10,14,32,2,,,
84_1163885,,1,,1,10,24,32,2,,,
84_1163898,,1,,1,8,6,20,2,,,
84_1163902,,,,,10,31,32,1,,,
84_1163903,,6,,2,5,5,27,2,,,
84_1163907,,1,,3,10,24,32,2,,,
84_1163910,,1,,,10,5,32,,,,1
84_1163914,,1,,,10,7,32,,,,1
84_1163915,,6,,1,10,24,32,2,,,
84_1163916,,1,,,3,,20,,,4,3
84_1163918,,6,,2,10,23,32,2,,,
84_1163922,,3,,,5,14,20,3,,,1
84_1163924,,1,,,10,6,27,2,,,3
84_1163925,,6,,2,10,14,32,2,,,
84_1163927,,1,,,10,,37,2,,,3
84_1163932,,6,,3,10,23,32,2,,,
84_1163933,,6,,1,10,32,37,2,,,
84_1163940,,3,,,5,5,32,3,,,1
84_1163941,,6,,1,10,24,32,2,,,
84_1163946,,1,,1,10,24,32,2,,,
84_1163951,,6,,1,10,5,32,2,,,
84_1163953,,6,,1,10,5,32,2,,,
84_1163955,,6,,1,8,5,20,2,,,
84_1163961,,,,,4,5,20,4,,,
84_1163971,,6,,3,10,23,32,2,,,
84_1163974,,3,,,5,24,32,1,,,1
84_1163979,,4,,1,10,25,37,2,,,
84_1163984,,1,,,10,,37,2,,,3
84_1163985,,,,1,,31,,1,,,
84_1163986,,,,,10,31,32,3,,,1
84_1163987,,6,,1,10,24,32,2,,,
84_1163991,,1,,,10,5,20,2,,,3
84_1163995,,6,,1,10,24,32,2,,,
84_1163998,,,,,10,,45,,,1,3
84_1164002,,1,,1,10,24,32,2,,,
84_1164005,,,4,,,,,,3,,
84_1164007,,1,,,10,,37,2,,,3
84_1164009,,1,,,10,5,32,,,,1
84_1164012,,1,,,10,6,34,2,,,1
84_1164018,,,,,5,,32,,,4,
84_1164020,,,,,,,32,,,,
84_1164022,,6,,3,10,24,27,2,,,
84_1164024,,,,,5,31,27,1,,,1
84_1164035,,1,,,10,18,34,2,,,1
84_1164053,,,,,10,31,34,1,,,1
84_1164064,,,,,5,,,,,,3
84_1164066,,3,,,3,5,37,3,,,3
84_1164073,,5,,,10,11,20,2,,,1
84_1164084,,,,,5,24,20,2,,,1
84_1164085,,,,,4,14,37,4,,,1
84_1164092,,,,,4,14,37,4,,,1
84_1164093,,1,,3,10,24,27,2,,,
84_1164097,,,,,4,,23,,,1,3
84_1164102,,,,,5,,44,,,2,3
84_1164103,,6,,,10,31,34,2,,,3
84_1164106,,,,,4,,23,,,1,3
84_1164110,,1,,,10,,37,2,,,3
84_1164116,,,,,4,24,37,5,,,1
84_1164121,,,,,3,,,,,1,3
84_1164124,,,,,4,31,32,1,,,1
84_1164127,,,,,3,,,,,1,3
84_1164131,,6,,,10,31,34,2,,,3
84_1164142,,1,,,10,6,25,2,,,1
84_1164145,,,,,5,24,20,2,,,1
84_1164148,,1,,,5,6,32,1,,,1
84_1164149,,,,,4,,23,,,1,3
84_1164150,,,,,10,31,34,1,,,1
84_1164156,,,,,5,,,,,4,1
84_1164158,,3,,,5,5,37,3,,,1
84_1164160,,6,,,10,31,34,2,,,3
84_1164165,,,,,4,,23,,,1,3
84_1164170,,,,,10,31,34,1,,,1
84_1164174,,6,,,10,31,34,2,,,3
84_1164181,,6,,,10,31,34,2,,,3
84_1164185,,,,,4,31,32,1,,,1
84_1164187,,,,,4,,23,,,1,3
84_1164188,,1,,,10,6,25,2,,,1
84_1164195,,,,,10,31,34,1,,,1
84_1164196,,1,,,10,,37,2,,,3
84_1164197,,1,,,10,,37,2,,,3
84_1164210,,,,,4,24,37,5,,,1
84_1164213,,5,,,10,11,20,2,,,1
84_1164221,,,,,10,31,32,2,,,1
84_1164222,,,,,10,31,34,1,,,1
84_1164223,,6,,,5,14,32,5,,,1
84_1164224,,,,,13,,38,,,2,3
84_1164227,,,,,4,31,27,3,,,1
84_1164238,,6,,,10,31,32,,,,1
84_1164251,,1,,,10,6,34,2,,,3
84_1164255,,,,,10,,34,1,,,1
84_1164277,,1,,,10,6,32,2,,,2
84_1164278,,1,,,10,31,34,2,,,3
84_1164281,,,,,5,,34,,,4,3
84_1164305,,6,,,10,31,34,2,,,3
84_1164315,,3,,,10,31,32,2,,,1
84_1164316,,,,,13,,17,,,2,3
84_1164317,,1,,,10,6,32,2,,,2
84_1164318,,,,,10,,34,1,,,1
84_1164319,,,,,4,,23,,,1,1
84_1164322,,,,,13,,26,,,2,3
84_1164327,,,,,10,,23,,,1,3
84_1164331,,6,,,10,24,32,2,,,1
84_1164336,,,,,5,,34,,,4,3
84_1164337,,6,,,10,31,34,2,,,3
84_1164349,,3,,,4,31,32,2,,,1
84_1164350,,,,,5,,34,,,4,3
84_1164353,,1,,,10,14,32,2,,,1
84_1164357,,,,,3,,,,,1,1
84_1164360,,,,,4,,23,,,1,1
84_1164365,,,,,4,31,37,3,,,1
84_1164366,,4,,,10,1,34,2,,,3
84_1164376,,3,,,4,31,32,2,,,1
84_1164385,,6,,,10,31,34,2,,,3
84_1164389,,3,,,8,,32,,,4,1
84_1164392,,1,,,5,31,32,2,,,3
84_1164394,,1,,,5,6,27,2,,,1
84_1164395,,1,,,5,6,27,2,,,2
84_1164396,,6,,,5,,20,5,,,4
84_1164409,,,,,10,,34,1,,,1
84_1164417,,,,,5,,34,,,4,3
84_1164418,,4,,,10,1,34,2,,,3
84_1164421,,,,,5,,34,,,4,3
84_1164425,,,,,5,,34,,,4,3
84_1164441,,,,,3,,,,,1,1
84_1164446,1,,4,,,,,,2,,
84_1164448,,6,,,10,31,34,2,,,3
84_1164454,,1,,,5,6,27,2,,,2
84_1164462,,,,,5,,34,,,4,3
84_1164463,,,,,4,,23,,,1,1
84_1164466,,2,,3,10,31,32,2,,,
84_1164468,,6,,,10,31,34,2,,,3
84_1164469,,,,,3,,,,,1,1
84_1164472,,,,,4,,37,,,4,3
84_1164475,,,,,13,,17,,,2,3
84_1164483,,1,,,10,31,34,2,,,3
84_1164486,,,,,4,31,27,3,,,1
84_1164491,,1,,,5,6,27,2,,,2
84_1164496,,1,,,10,6,34,2,,,3
84_1164497,,6,,,10,24,32,2,,,1
84_1164511,,3,,,8,,32,,,4,1
84_1164513,,,,,10,31,34,1,,,1
84_1164533,,,,,10,,23,,,1,3
84_1164535,,3,,,5,5,32,2,,,1
84_1164547,,5,,,8,,20,,,2,1
84_1164552,,3,,,10,31,32,2,,,1
84_1164556,,3,,,10,5,32,2,,,1
84_1164566,,1,,,3,1,37,2,,,2
84_1164574,,,,,5,,32,,,2,3
84_1164588,,1,,,10,29,32,2,,,3
84_1164630,,,,,4,,32,,,4,3
84_1164637,,,,,10,31,47,2,,,1
84_1164639,,1,,,10,29,32,2,,,
84_1164646,,,,,10,31,34,1,,,3
84_1164647,,5,,,5,11,20,2,,,1
84_1164648,,1,,,10,22,32,2,,,2
84_1164666,,1,,,5,29,27,2,,,2
84_1164677,,,,,10,31,34,1,,,3
84_1164681,,5,,,3,11,32,2,,,1
84_1164685,,,,,3,,,,,1,3
84_1164690,,,,,10,,32,,,1,3
84_1164695,,,,,10,,3,,,3,3
84_1164700,,1,,,10,29,32,2,,,
84_1164702,,,,,10,,32,,,1,3
84_1164711,,1,,,10,29,32,2,,,3
84_1164722,,,,,5,,32,,,2,3
84_1164732,,,,,10,31,34,1,,,3
84_1164739,,4,,,5,1,,2,,,1
84_1164742,,1,,,10,29,32,2,,,3
84_1164752,,,,,10,,32,,,1,3
84_1164756,,,,,4,,36,,,4,3
84_1164760,,,,,2,,,,,2,3
84_1164797,,,,,5,,,,,,
84_1164817,,,,,5,,23,,,1,3
84_1164825,,1,,,10,1,34,2,,,1
84_1164837,,1,,,10,26,32,6,,,3
84_1164842,,6,,,10,7,27,2,,,3
84_1164844,,1,,,10,26,37,2,,,1
84_1164849,,1,,,10,6,34,2,,,1
84_1164853,,1,,,10,17,34,1,,,1
84_1164858,,1,,,10,26,34,1,,,1
84_1164859,,1,,,10,17,34,1,,,1
84_1164860,,1,,,10,26,34,1,,,1
84_1164863,,,,,10,,32,,,2,1
84_1164869,,1,,,10,18,34,1,,,
84_1164874,,,,,10,,42,,,4,3
84_1164876,,1,,,10,17,34,1,,,1
84_1164881,,1,,,10,17,34,1,,,1
84_1164891,,1,,,10,17,34,1,,,1
84_1164892,,1,,,10,26,37,1,,,1
84_1164897,,6,,,5,31,20,1,,,3
84_1164902,,3,,,,,,,,,1
84_1164904,,,,,10,,38,,,1,1
84_1164908,,6,,,5,24,37,5,,,1
84_1164909,,,,,,,32,,,2,3
84_1164910,,1,,,10,25,34,2,,,1
84_1164921,,1,,,10,6,37,2,,,1
84_1164923,,1,,,10,26,34,1,,,1
84_1164927,,1,,,10,26,34,1,,,1
84_1164930,,,,,10,3,34,2,,,1
84_1164937,,1,,,10,17,34,2,,,1
84_1164948,,1,,,,,,,,,1
84_1164953,,1,,,10,29,32,2,,,
84_1164961,,1,,,10,31,20,2,,,
84_1164965,,1,,,10,29,32,2,,,
84_1164969,,5,,,8,,24,,,4,3
84_1164971,,1,,,10,17,34,1,,,1
84_1164976,,1,,,10,26,37,1,,,1
84_1164977,,1,,,10,17,34,1,,,1
84_1164978,,1,,,10,26,34,2,,,1
84_1164979,,1,,,10,17,34,1,,,1
84_1164989,,6,,,5,31,20,1,,,3
84_1164990,,1,,,10,31,34,2,,,1
84_1164997,,1,,,10,17,34,1,,,1
84_1165001,,1,,,10,25,34,1,,,1
84_1165009,,1,,,10,26,37,1,,,1
84_1165010,,,,,10,,32,,,2,1
84_1165012,,1,,,10,17,34,1,,,1
84_1165015,,1,,,,,,,,,1
84_1165017,,,,,10,,42,,,4,3
84_1165018,,1,,,10,29,32,2,,,
84_1165020,,6,,,4,7,27,2,,,3
84_1165021,,,,,4,,3,,,4,3
84_1165030,,1,,,10,26,37,1,,,1
84_1165041,,1,,,10,17,34,1,,,1
84_1165046,,1,,,10,26,34,1,,,1
84_1165052,,1,,,10,26,34,1,,,1
84_1165065,,,,,10,,42,,,4,
84_1165067,,1,,,10,26,37,2,,,1
84_1165072,,1,,,10,26,34,2,,,1
84_1165075,,1,,,10,17,34,1,,,1
84_1165080,,1,,,10,17,34,1,,,1
84_1165083,,1,,,10,26,34,2,,,1
84_1165084,,6,,,8,19,20,5,,,3
84_1165087,,6,,,5,31,20,1,,,3
84_1165091,,1,,,5,29,,2,,,2
84_1165096,,1,,,10,18,34,1,,,1
84_1165099,,1,,,10,24,32,2,,,1
84_1165105,,6,,,10,24,32,1,,,1
84_1165108,,,,,10,31,32,2,,,1
84_1165111,,,,,5,31,37,2,,,1
84_1165112,,6,,,10,24,32,1,,,1
84_1165113,,6,,,5,,20,5,,,4
84_1165117,,,,,5,31,27,1,,,1
84_1165119,,,,,10,31,47,2,,,3
84_1165124,,,,,10,31,32,2,,,1
84_1165126,,,,,5,,,,,2,3
84_1165127,,,,,5,31,37,2,,,1
84_1165131,,,,,10,31,47,2,,,1
