cod_modelo_color,cod_color,des_sex,des_age,des_line,des_fabric,des_product_category,des_product_aggregated_family,des_product_family,des_product_type,des_filename,des_color,cane_height_type,closure_placement,heel_shape_type,knit_structure,length_type,neck_lapel_type,silhouette_type,sleeve_length_type,toecap_type,waist_type,woven_structure
86_1214069,09,Female,Adult,WOMAN,TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,86_1214069_47051260-09_.jpg,CAMEL,,6.0,,1.0,10.0,1.0,32.0,2.0,,,
85_1181868,TM,Female,Adult,WOMAN,JEANS,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,85_1181868_37052877-TM_.jpg,TEJANO MEDIO,,1.0,,,8.0,24.0,32.0,4.0,,,3.0
82_1086128,TO,Female,Adult,WOMAN,WOVEN,Bottoms,Trousers & leggings,Trousers,Trousers,82_1086128_87051003-TO_.jpg,TEJANO OSCURO,,,,,5.0,,,,,1.0,
86_1225847,05,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,86_1225847_47067114-05_.jpg,CRUDO,,1.0,,,3.0,6.0,32.0,2.0,,,1.0
82_1109575,02,Male,Teen,KIDS,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,82_1109575_87005930-02_.jpg,OFFWHITE,,,,,5.0,31.0,27.0,1.0,,,1.0
86_1221706,17,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,86_1221706_47084034-17_.jpg,CARAMELO,,3.0,,,8.0,1.0,,1.0,,,1.0
82_1109589,50,Female,Adult,WOMAN,WOVEN,Tops,Shirts,Shirt,Shirt,82_1109589_87057129-50_.jpg,CELESTE,,1.0,,,10.0,18.0,27.0,1.0,,,1.0
85_1195460,43,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,85_1195460_37025935-43_.jpg,VERDE,,5.0,,,3.0,11.0,37.0,2.0,,,1.0
85_1184319,01,Male,Adult,MAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,85_1184319_37001076-01_.jpg,BLANCO,,,,,10.0,24.0,47.0,1.0,,,1.0
85_1194895,01,Male,Adult,MAN,WOVEN,Tops,Shirts,Shirt,Shirt,85_1194895_37074765-01_.jpg,BLANCO,,1.0,,,10.0,26.0,37.0,2.0,,,1.0
81_1049596,07,Female,Kids,KIDS,WOVEN,Outerwear,Jackets and Blazers,Jackets,Jacket,81_1049596_77054380-07_.jpg,ARENA,,6.0,,,,7.0,,,,,
83_1138164,70,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,83_1138164_17065928-70_.jpg,ROJO,,1.0,,,5.0,5.0,20.0,2.0,,,1.0
86_1209556,40,Female,Teen,KIDS,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,86_1209556_47050250-40_.jpg,VERDE PASTEL,,1.0,,,3.0,24.0,20.0,,,,1.0
86_1219135,99,Female,Adult,WOMAN,ACCESSORIES,"Accesories, Swim and Intimate",Accessories,Footwear,Sandals,86_1219135_47064414-99_.jpg,NEGRO,,,13.0,,,,,,1.0,,
85_1176128,94,Male,Adult,MAN,TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,85_1176128_37010685-94_.jpg,GRIS MEDIO VIGORE,,6.0,,1.0,10.0,31.0,32.0,2.0,,,
86_1213379,56,Male,Adult,MAN,CIRCULAR,Tops,Sweaters and Cardigans,Sweatshirts,Sweatshirt,86_1213379_47041286-56_.jpg,NAVY,,1.0,,,10.0,21.0,34.0,2.0,,,3.0
85_1203302,88,Female,Adult,WOMAN,WOVEN,Tops,Tops,Tops,Top,85_1203302_37053856-88_.jpg,FUCSIA,,,,,,14.0,,3.0,,,1.0
86_1215635,79,Female,Adult,WOMAN,WOVEN,Outerwear,Jackets and Blazers,Jackets,Kaftan,86_1215635_47061299-79_.jpg,CALDERO,,6.0,,,5.0,29.0,,2.0,,,1.0
83_1151176,99,Female,Adult,WOMAN,WOVEN,Bottoms,Skirts and shorts,Skirts,Skirt,83_1151176_17057745-99_.jpg,NEGRO,,1.0,,,3.0,,32.0,,,2.0,1.0
86_1218084,99,Female,Adult,WOMAN,CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Jumpsuit,Jumpsuit,86_1218084_47005744-99_.jpg,NEGRO,,3.0,,,5.0,24.0,32.0,1.0,,,1.0
86_1223718,50,Female,Adult,WOMAN,WOVEN,Bottoms,Trousers & leggings,Trousers,Trousers,86_1223718_47007112-50_.jpg,CELESTE,,,,,10.0,,32.0,,,1.0,1.0
85_1182073,37,Male,Adult,MAN,TRICOT,Tops,Sweaters and Cardigans,Cardigans,Cardigan,85_1182073_37024007-37_.jpg,KHAKI,,1.0,,1.0,10.0,31.0,32.0,2.0,,,
83_1159005,02,Female,Teen,KIDS,WOVEN,Tops,Shirts,Shirt,Shirt,83_1159005_17097757-02_.jpg,OFFWHITE,,1.0,,,5.0,6.0,27.0,2.0,,,1.0
81_1074262,37,Female,Adult,WOMAN,TRICOT,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,81_1074262_77097610-37_.jpg,KHAKI,,,,1.0,8.0,5.0,32.0,2.0,,,
84_1163612,02,Female,Adult,WOMAN,WOVEN,Tops,Shirts,Shirt,Shirt,84_1163612_27024012-02_.jpg,OFFWHITE,,1.0,,,5.0,6.0,27.0,2.0,,,1.0
83_1148916,01,Female,Adult,WOMAN,WOVEN,Outerwear,Coats and Parkas,Puffer coats,Puffer coat,83_1148916_17009205-01_.jpg,BLANCO,,1.0,,,3.0,7.0,32.0,2.0,,,3.0
84_1167029,52,Male,Baby,KIDS,WOVEN,Tops,Shirts,Shirt,Shirt,84_1167029_27016705-52_.jpg,AZUL,,1.0,,,10.0,18.0,34.0,2.0,,,1.0
83_1113861,79,Male,Adult,MAN,TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,83_1113861_17010544-79_.jpg,CALDERO,,6.0,,1.0,10.0,31.0,32.0,2.0,,,
84_1155743,TG,Female,Adult,WOMAN,JEANS,Bottoms,Jeans,Jeans,Jeans,84_1155743_27050819-TG_.jpg,TEJANO GRIS,,,,,5.0,,36.0,,,2.0,3.0
81_1066650,92,Female,Adult,WOMAN,WOVEN,Outerwear,Jackets and Blazers,Blazers,Blazer,81_1066650_77095914-92_.jpg,GRIS,,,,,,29.0,37.0,,,,2.0
83_1140073,37,Male,Adult,MAN,WOVEN,Tops,Shirts,Shirt,Shirt,83_1140073_17057107-37_.jpg,KHAKI,,1.0,,,10.0,18.0,34.0,1.0,,,1.0
86_1222806,05,Female,Adult,WOMAN,TRICOT,Tops,Sweaters and Cardigans,Cardigans,Cardigan,86_1222806_47065861-05_.jpg,CRUDO,,1.0,,2.0,10.0,24.0,32.0,2.0,,,
86_1213980,08,Female,Adult,WOMAN,ACCESSORIES,"Accesories, Swim and Intimate",Accessories,Footwear,Trainers,86_1213980_47052524-08_.jpg,BEIGE,,,7.0,,,,,,4.0,,
84_1174896,87,Female,Adult,WOMAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,84_1174896_27005801-87_.jpg,CORAL,,,,,10.0,24.0,34.0,1.0,,,1.0
81_1056857,85,Female,Adult,WOMAN,ACCESSORIES,"Accesories, Swim and Intimate",Accessories,"Hats, scarves and gloves",Headband,81_1056857_77010134-85_.jpg,ROSA,,,,,,,21.0,,,,
85_1183115,87,Female,Adult,WOMAN,TRICOT,Tops,Tops,Tops,Top,85_1183115_37000456-87_.jpg,CORAL,,,,1.0,4.0,14.0,37.0,5.0,,,
83_1135596,37,Male,Adult,MAN,JEANS,Bottoms,Jeans,Jeans,Jeans,83_1135596_17024054-37_.jpg,KHAKI,,,,,4.0,,36.0,,,4.0,2.0
84_1155058,14,Female,Adult,WOMAN,TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,84_1155058_27040357-14_.jpg,LIMA,,6.0,,2.0,4.0,1.0,27.0,2.0,,,
86_1222389,81,Female,Adult,WOMAN,JEANS,Bottoms,Jeans,Jeans,Jeans,86_1222389_47037109-81_.jpg,ROSA PASTEL,,,,,4.0,,2.0,,,2.0,3.0
82_1108179,79,Female,Adult,WOMAN,WOVEN,Tops,Shirts,Shirt,Blouse,82_1108179_87077123-79_.jpg,CALDERO,,4.0,,,10.0,31.0,27.0,1.0,,,1.0
84_1189331,55,Male,Adult,MAN,WOVEN,Bottoms,Trousers & leggings,Trousers,Trousers,84_1189331_27078643-55_.jpg,TINTA,,,,,10.0,,37.0,,,4.0,1.0
84_1161212,07,Female,Kids,KIDS,TRICOT,Tops,Sweaters and Cardigans,Cardigans,Cardigan,84_1161212_27023263-07_.jpg,ARENA,,1.0,,1.0,10.0,27.0,27.0,2.0,,,
84_1175765,02,Female,Adult,WOMAN,WOVEN,Bottoms,Trousers & leggings,Trousers,Trousers,84_1175765_27019202-02_.jpg,OFFWHITE,,,,,4.0,,42.0,,,2.0,3.0
85_1174524,08,Male,Adult,MAN,WOVEN,Bottoms,Trousers & leggings,Trousers,Trousers,85_1174524_37010670-08_.jpg,BEIGE,,,,,10.0,,37.0,,,1.0,3.0
86_1210576,43,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,86_1210576_47043256-43_.jpg,VERDE,,1.0,,,3.0,11.0,20.0,2.0,,,1.0
85_1188552,05,Female,Adult,WOMAN,WOVEN,Bottoms,Trousers & leggings,Trousers,Trousers,85_1188552_37084011-05_.jpg,CRUDO,,,,,5.0,,32.0,,,2.0,2.0
84_1156655,69,Male,Adult,MAN,CIRCULAR,Bottoms,Trousers & leggings,Leggings and joggers,Joggers,84_1156655_27091078-69_.jpg,MARINO,,,,,10.0,,23.0,,,1.0,1.0
85_1191848,30,Female,Adult,WOMAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,85_1191848_37055131-30_.jpg,MARRON,,,,,10.0,1.0,37.0,2.0,,,1.0
82_1096401,99,Female,Adult,WOMAN,CIRCULAR,Tops,T-shirts,Bodysuits,Bodysuit,82_1096401_87072524-99_.jpg,NEGRO,,,,,,5.0,,1.0,,,
81_1066144,28,Female,Adult,WOMAN,TRICOT,Tops,Sweaters and Cardigans,Cardigans,Cardigan,81_1066144_77064399-28_.jpg,TERRACOTA,,,,3.0,,5.0,32.0,2.0,,,
83_1138198,92,Male,Adult,MAN,WOVEN,Tops,Shirts,Shirt,Shirt,83_1138198_17065760-92_.jpg,GRIS,,1.0,,,10.0,26.0,34.0,2.0,,,1.0
81_1066073,70,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,81_1066073_77034417-70_.jpg,ROJO,,,,,3.0,5.0,32.0,4.0,,,
84_1181344,20,Male,Adult,MAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,84_1181344_27045925-20_.jpg,NARANJA,,,,,,5.0,,1.0,,,1.0
86_1219720,07,Female,Teen,KIDS,TRICOT,Tops,Sweaters and Cardigans,Cardigans,Cardigan Vest,86_1219720_47055837-07_.jpg,ARENA,,6.0,,2.0,5.0,24.0,32.0,,,,
83_1126721,99,Female,Adult,WOMAN,CIRCULAR,Bottoms,Trousers & leggings,Leggings and joggers,Leggings,83_1126721_17071070-99_.jpg,NEGRO,,,,,5.0,,,,,4.0,3.0
82_1067703,05,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,82_1067703_87007877-05_.jpg,CRUDO,,6.0,,,5.0,11.0,37.0,1.0,,,1.0
83_1137780,99,Female,Adult,WOMAN,WOVEN,Tops,Shirts,Shirt,Blouse,83_1137780_17015930-99_.jpg,NEGRO,,4.0,,,4.0,31.0,20.0,2.0,,,1.0
85_1193258,40,Female,Baby,KIDS,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Pichi,85_1193258_37055922-40_.jpg,VERDE PASTEL,,,,,3.0,,,,,,3.0
84_1177649,52,Female,Adult,WOMAN,WOVEN,Tops,Shirts,Shirt,Blouse,84_1177649_27039203-52_.jpg,AZUL,,3.0,,,4.0,3.0,32.0,6.0,,,1.0
85_1176175,09,Male,Adult,MAN,WOVEN,Outerwear,Coats and Parkas,Coats,Coat,85_1176175_37014002-09_.jpg,CAMEL,,1.0,,,10.0,26.0,37.0,2.0,,,
82_1095723,46,Female,Adult,WOMAN,TRICOT,Tops,Sweaters and Cardigans,Cardigans,Cardigan,82_1095723_87041031-46_.jpg,TURQUESA,,1.0,,2.0,4.0,5.0,32.0,2.0,,,
82_1085133,08,Male,Adult,MAN,WOVEN,Bottoms,Trousers & leggings,Trousers,Trousers,82_1085133_87044004-08_.jpg,BEIGE,,,,,4.0,,37.0,,,,
84_1160075,99,Male,Adult,MAN,WOVEN,Outerwear,Jackets and Blazers,Jackets,Jacket,84_1160075_27074385-99_.jpg,NEGRO,,1.0,,,10.0,31.0,27.0,2.0,,,3.0
84_1169566,56,Male,Kids,KIDS,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,84_1169566_27006325-56_.jpg,NAVY,,,,,10.0,31.0,32.0,1.0,,,3.0
85_1178030,37,Male,Kids,KIDS,WOVEN,Outerwear,Coats and Parkas,Puffer coats,Puffer coat,85_1178030_37013253-37_.jpg,KHAKI,,1.0,,,10.0,7.0,32.0,2.0,,,1.0
82_1106486,08,Female,Adult,WOMAN,CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,82_1106486_87085667-08_.jpg,BEIGE,,6.0,,,5.0,13.0,32.0,1.0,,,
82_1116411,88,Female,Kids,KIDS,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,82_1116411_87007670-88_.jpg,FUCSIA,,,,,10.0,31.0,32.0,5.0,,,1.0
83_1126680,75,Male,Adult,MAN,TRICOT,Tops,T-shirts,T-shirt,T-Shirt,83_1126680_17092512-75_.jpg,CEREZA,,,,1.0,10.0,31.0,32.0,1.0,,,
85_1203984,TO,Female,Adult,WOMAN,JEANS,Bottoms,Jeans,Jeans,Jeans,85_1203984_37095960-TO_.jpg,TEJANO OSCURO,,,,,5.0,,3.0,,,4.0,3.0
86_1213916,99,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,86_1213916_47064008-99_.jpg,NEGRO,,3.0,,,5.0,1.0,20.0,3.0,,,1.0
85_1182986,54,Male,Adult,MAN,WOVEN,Tops,Shirts,Shirt,Shirt,85_1182986_37004017-54_.jpg,INDIGO,,1.0,,,10.0,26.0,37.0,2.0,,,1.0
85_1195639,50,Female,Adult,WOMAN,TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,85_1195639_37065924-50_.jpg,CELESTE,,6.0,,3.0,10.0,23.0,32.0,2.0,,,
84_1163946,99,Female,Adult,WOMAN,TRICOT,Tops,Sweaters and Cardigans,Cardigans,Cardigan,84_1163946_27064013-99_.jpg,NEGRO,,1.0,,1.0,10.0,24.0,32.0,2.0,,,
85_1182784,52,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,85_1182784_37010463-52_.jpg,AZUL,,5.0,,,3.0,14.0,20.0,5.0,,,1.0
83_1120356,99,Female,Adult,WOMAN,WOVEN,Outerwear,Coats and Parkas,Coats,Coat,83_1120356_17005132-99_.jpg,NEGRO,,6.0,,,7.0,29.0,34.0,2.0,,,2.0
81_1074953,02,Female,Adult,WOMAN,WOVEN,Tops,Shirts,Shirt,Blouse,81_1074953_77066325-02_.jpg,OFFWHITE,,,,,,5.0,,2.0,,,
86_1205212,52,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,86_1205212_47040063-52_.jpg,AZUL,,5.0,,,5.0,16.0,20.0,5.0,,,3.0
84_1149775,15,Female,Adult,WOMAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,84_1149775_27000154-15_.jpg,MOSTAZA,,,,,10.0,31.0,32.0,1.0,,,1.0
84_1156789,01,Male,Adult,MAN,WOVEN,Tops,Shirts,Shirt,Shirt,84_1156789_27034001-01_.jpg,BLANCO,,1.0,,,10.0,26.0,37.0,2.0,,,1.0
82_1084395,02,Female,Kids,KIDS,CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,82_1084395_87052879-02_.jpg,OFFWHITE,,,,,3.0,,,,,,
83_1124204,92,Male,Adult,MAN,CIRCULAR,Outerwear,Jackets and Blazers,Blazers,Blazer,83_1124204_17035524-92_.jpg,GRIS,,1.0,,,10.0,26.0,37.0,2.0,,,1.0
86_1225178,85,Female,Kids,KIDS,JEANS,Bottoms,Skirts and shorts,Shorts,Shorts,86_1225178_47087112-85_.jpg,ROSA,,,,,3.0,,1.0,,,4.0,3.0
83_1139063,45,Female,Adult,WOMAN,TRICOT,Tops,T-shirts,Poloshirts,Poloshirt,83_1139063_17095922-45_.jpg,AGUA,,4.0,,2.0,5.0,25.0,27.0,2.0,,,
83_1118600,99,Female,Adult,WOMAN,TRICOT,Tops,Tops,Tops,Top,83_1118600_17070183-99_.jpg,NEGRO,,,,1.0,1.0,32.0,37.0,5.0,,,
82_1096890,01,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,82_1096890_87084025-01_.jpg,BLANCO,,,,,8.0,,20.0,,,,
82_1102705,TM,Female,Adult,WOMAN,JEANS,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Jumpsuit,Jumpsuit,82_1102705_87064760-TM_.jpg,TEJANO MEDIO,,1.0,,,5.0,18.0,32.0,2.0,,,3.0
85_1197523,08,Male,Adult,MAN,CIRCULAR,Tops,Sweaters and Cardigans,Sweatshirts,Sweatshirt,85_1197523_37037715-08_.jpg,BEIGE,,6.0,,,10.0,31.0,34.0,2.0,,,3.0
85_1172075,56,Male,Adult,MAN,WOVEN,Bottoms,Trousers & leggings,Trousers,Trousers,85_1172075_37040557-56_.jpg,NAVY,,,,,10.0,,37.0,,,1.0,3.0
86_1226812,99,Female,Adult,WOMAN,CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Jumpsuit,Jumpsuit,86_1226812_47087122-99_.jpg,NEGRO,,3.0,,,5.0,11.0,32.0,3.0,,,1.0
83_1113980,99,Male,Adult,MAN,TRICOT,Tops,Sweaters and Cardigans,Cardigans,Cardigan,83_1113980_17000522-99_.jpg,NEGRO,,1.0,,1.0,10.0,23.0,32.0,2.0,,,
85_1173498,57,Male,Adult,MAN,WOVEN,Outerwear,Jackets and Blazers,Blazers,Blazer,85_1173498_37014756-57_.jpg,AZUL NOCHE,,1.0,,,10.0,22.0,37.0,2.0,,,1.0
86_1225050,56,Female,Adult,WOMAN,CIRCULAR,Bottoms,Skirts and shorts,Shorts,Shorts,86_1225050_47094432-56_.jpg,NAVY,,,,,3.0,,,,,4.0,3.0
86_1220742,PL,Female,Adult,WOMAN,ACCESSORIES,"Accesories, Swim and Intimate",Accessories,Footwear,Sandals,86_1220742_47015147-PL_.jpg,PLATA,,,1.0,,,,,,3.0,,
83_1143667,99,Female,Adult,WOMAN,SYNTHETIC LEATHER,Bottoms,Trousers & leggings,Leggings and joggers,Leggings,83_1143667_17077723-99_.jpg,NEGRO,,,,,5.0,,,,,4.0,3.0
82_1090221,28,Female,Adult,WOMAN,WOVEN,Outerwear,Jackets and Blazers,Jackets,Jacket,82_1090221_87070559-28_.jpg,TERRACOTA,,,,,5.0,,32.0,2.0,,,
86_1206162,56,Male,Adult,MAN,WOVEN,Outerwear,Jackets and Blazers,Blazers,Blazer,86_1206162_47020092-56_.jpg,NAVY,,1.0,,,10.0,26.0,37.0,2.0,,,1.0
82_1085969,99,Male,Adult,MAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,82_1085969_87040539-99_.jpg,NEGRO,,,,,,5.0,,1.0,,,
83_1124011,99,Male,Kids,KIDS,CIRCULAR,Bottoms,Trousers & leggings,Leggings and joggers,Joggers,83_1124011_17034017-99_.jpg,NEGRO,,,,,5.0,,23.0,,,1.0,3.0
83_1118898,99,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,83_1118898_17010193-99_.jpg,NEGRO,,6.0,,,3.0,20.0,20.0,4.0,,,1.0
83_1119354,43,Female,Adult,WOMAN,WOVEN,Outerwear,Coats and Parkas,Coats,Coat,83_1119354_17005904-43_.jpg,VERDE,,6.0,,,5.0,7.0,27.0,2.0,,,2.0
85_1205777,99,Female,Adult,WOMAN,WOVEN,Outerwear,Jackets and Blazers,Blazers,Blazer,85_1205777_37074399-99_.jpg,NEGRO,,1.0,,,3.0,29.0,32.0,2.0,,,
85_1175001,09,Male,Adult,MAN,WOVEN,Outerwear,Coats and Parkas,Trenchcoats,Trenchcoat,85_1175001_37030031-09_.jpg,CAMEL,,1.0,,,5.0,6.0,32.0,,,,1.0
83_1116481,91,Female,Adult,WOMAN,WOVEN,Outerwear,Coats and Parkas,Outer Vest,Outer vest,83_1116481_17025902-91_.jpg,GRIS CLARO VIGORE,,1.0,,,3.0,9.0,27.0,,,,3.0
84_1159261,99,Female,Adult,WOMAN,CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,84_1159261_27061119-99_.jpg,NEGRO,,6.0,,,3.0,24.0,32.0,2.0,,,1.0
84_1163986,02,Female,Kids,KIDS,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,84_1163986_27007778-02_.jpg,OFFWHITE,,,,,10.0,31.0,32.0,3.0,,,1.0
82_1097381,69,Male,Adult,MAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,82_1097381_87001515-69_.jpg,MARINO,,,,,,5.0,,1.0,,,
82_1105139,11,Female,Adult,WOMAN,TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,82_1105139_87095642-11_.jpg,AMARILLO PASTEL,,6.0,,1.0,10.0,5.0,32.0,2.0,,,
82_1067131,01,Female,Adult,WOMAN,JEANS,Bottoms,Jeans,Jeans,Jeans,82_1067131_87004754-01_.jpg,BLANCO,,,,,5.0,,36.0,,,2.0,3.0
85_1205641,43,Female,Adult,WOMAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,85_1205641_37075965-43_.jpg,VERDE,,,,,10.0,31.0,34.0,2.0,,,1.0
84_1148917,43,Male,Adult,MAN,WOVEN,Tops,Shirts,Shirt,Shirt,84_1148917_27000597-43_.jpg,VERDE,,1.0,,,10.0,26.0,34.0,2.0,,,1.0
82_1105356,43,Female,Adult,WOMAN,WOVEN,Tops,Shirts,Shirt,Shirt,82_1105356_87065684-43_.jpg,VERDE,,1.0,,,10.0,6.0,32.0,1.0,,,1.0
86_1219482,02,Male,Adult,MAN,CIRCULAR,Tops,T-shirts,Poloshirts,Poloshirt,86_1219482_47075920-02_.jpg,OFFWHITE,,4.0,,,10.0,25.0,37.0,1.0,,,1.0
84_1158447,01,Male,Adult,MAN,WOVEN,Tops,Shirts,Shirt,Shirt,84_1158447_27014006-01_.jpg,BLANCO,,1.0,,,10.0,26.0,34.0,2.0,,,1.0
85_1195748,56,Female,Adult,WOMAN,WOVEN,Bottoms,Trousers & leggings,Trousers,Trousers,85_1195748_37074057-56_.jpg,NAVY,,,,,4.0,,36.0,,,4.0,3.0
84_1167504,50,Female,Teen,KIDS,CIRCULAR,Tops,Tops,Tops,Top,84_1167504_27065760-50_.jpg,CELESTE,,,,,4.0,32.0,32.0,3.0,,,1.0
83_1138754,99,Female,Adult,WOMAN,WOVEN,Tops,Shirts,Shirt,Blouse,83_1138754_17015936-99_.jpg,NEGRO,,3.0,,,10.0,31.0,37.0,2.0,,,1.0
83_1148148,99,Female,Adult,WOMAN,WOVEN,Bottoms,Skirts and shorts,Skirts,Skirt,83_1148148_17006323-99_.jpg,NEGRO,,3.0,,,8.0,,20.0,,,2.0,1.0
86_1205904,02,Female,Adult,WOMAN,WOVEN,Tops,Shirts,Shirt,Blouse,86_1205904_47050086-02_.jpg,OFFWHITE,,1.0,,,10.0,5.0,32.0,2.0,,,1.0
86_1220533,52,Female,Adult,WOMAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,86_1220533_47074023-52_.jpg,AZUL,,,,,10.0,31.0,34.0,1.0,,,1.0
84_1160735,06,Female,Adult,WOMAN,TRICOT,Tops,Sweaters and Cardigans,Cardigans,Cardigan,84_1160735_27050350-06_.jpg,PIEDRA,,6.0,,1.0,5.0,27.0,32.0,2.0,,,
81_1061525,06,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,81_1061525_77010169-06_.jpg,PIEDRA,,,,,3.0,24.0,32.0,3.0,,,
85_1181422,68,Female,Adult,WOMAN,CIRCULAR,Tops,Tops,Tops,Top,85_1181422_37040358-68_.jpg,MALVA,,,,,10.0,24.0,32.0,5.0,,,1.0
81_1073588,02,Female,Adult,WOMAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,81_1073588_77035929-02_.jpg,OFFWHITE,,,,,,5.0,32.0,3.0,,,
85_1206456,99,Female,Adult,WOMAN,WOVEN,Bottoms,Trousers & leggings,Trousers,Trousers,85_1206456_37049084-99_.jpg,NEGRO,,,,,,,,,,4.0,1.0
83_1113213,TN,Male,Adult,MAN,JEANS,Bottoms,Skirts and shorts,Shorts,Bermudas,83_1113213_17040079-TN_.jpg,TEJANO NEGRO,,,,,,,1.0,,,4.0,3.0
83_1138855,09,Female,Adult,WOMAN,LEATHER,Outerwear,Coats and Parkas,Coats,Coat,83_1138855_17094763-09_.jpg,CAMEL,,1.0,,,5.0,6.0,32.0,2.0,,,2.0
82_1117061,05,Female,Adult,WOMAN,TRICOT,Tops,T-shirts,Poloshirts,Poloshirt,82_1117061_87064386-05_.jpg,CRUDO,,4.0,,1.0,10.0,25.0,37.0,1.0,,,
84_1152984,01,Female,Adult,WOMAN,CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,84_1152984_27040106-01_.jpg,BLANCO,,6.0,,,5.0,31.0,20.0,1.0,,,4.0
86_1222248,52,Female,Adult,WOMAN,WOVEN,Bottoms,Trousers & leggings,Trousers,Trousers,86_1222248_47064036-52_.jpg,AZUL,,,,,5.0,,3.0,,,1.0,1.0
85_1198998,78,Female,Kids,KIDS,ACCESSORIES,"Accesories, Swim and Intimate",Accessories,Footwear,Shoes,85_1198998_37006715-78_.jpg,BURDEOS,,,7.0,,,,,,4.0,,
84_1160249,37,Female,Adult,WOMAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,84_1160249_27001293-37_.jpg,KHAKI,,,,,10.0,31.0,34.0,2.0,,,1.0
81_1069927,56,Male,Kids,KIDS,WOVEN,Bottoms,Trousers & leggings,Trousers,Trousers,81_1069927_77055136-56_.jpg,NAVY,,,,,5.0,,37.0,,,,
86_1221842,50,Female,Adult,WOMAN,WOVEN,Tops,Shirts,Shirt,Blouse,86_1221842_47085849-50_.jpg,CELESTE,,1.0,,,10.0,18.0,27.0,1.0,,,1.0
83_1121428,01,Male,Adult,MAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,83_1121428_17060293-01_.jpg,BLANCO,,,,,10.0,31.0,32.0,1.0,,,1.0
