test_id,des_value
86_1214216_length_type,Asimétrico
82_1082737_length_type,Corto
82_1110111_length_type,INVALID
86_1203340_length_type,Medio
81_1076727_length_type,INVALID
81_1082892_length_type,Largo
82_1098307_length_type,INVALID
85_1198885_length_type,Standard
85_1198091_length_type,Medio
85_1180312_length_type,Mini/Micro
82_1095823_length_type,Medio
84_1160765_length_type,Asimétrico
85_1202324_length_type,Largo
85_1207446_length_type,Crop
84_1166692_length_type,INVALID
86_1212866_length_type,Midi
82_1118339_length_type,Maxi
83_1124710_length_type,Midi
82_1086729_length_type,Largo
84_1155832_length_type,Medio
86_1230778_length_type,Largo
85_1192162_length_type,INVALID
82_1113293_length_type,Standard
84_1153582_length_type,Medio
85_1175060_length_type,Maxi
84_1154339_length_type,Crop
83_1113446_length_type,Asimétrico
86_1215731_length_type,Corto
82_1095575_length_type,Asimétrico
83_1133093_length_type,Asimétrico
83_1121732_length_type,Medio
85_1181853_length_type,Asimétrico
85_1182470_length_type,Medio
83_1120788_length_type,Medio
82_1086119_length_type,Largo
82_1110159_length_type,Standard
83_1136915_length_type,Medio
82_1078787_length_type,INVALID
86_1221813_length_type,Asimétrico
83_1123893_length_type,Maxi
86_1211990_length_type,Asimétrico
83_1138702_length_type,Maxi
86_1218273_length_type,Standard
83_1140250_length_type,Asimétrico
82_1094019_length_type,Asimétrico
82_1098853_length_type,Medio
83_1109790_length_type,Asimétrico
83_1122370_length_type,Maxi
85_1191196_length_type,Asimétrico
81_1075316_length_type,Medio
86_1224955_length_type,Maxi
84_1168957_length_type,Medio
81_1048558_length_type,Corto
84_1165911_length_type,Asimétrico
83_1159812_length_type,Maxi
85_1188471_length_type,Maxi
82_1103150_length_type,Asimétrico
83_1114536_length_type,Asimétrico
81_1060898_length_type,Medio
82_1084260_length_type,Asimétrico
83_1116200_length_type,Asimétrico
84_1170341_length_type,Asimétrico
86_1216604_length_type,Asimétrico
86_1211983_length_type,Asimétrico
81_1067254_length_type,Asimétrico
84_1185076_length_type,INVALID
85_1180168_length_type,Maxi
83_1141192_length_type,Mini/Micro
83_1141893_length_type,Asimétrico
85_1181840_length_type,INVALID
81_1059263_length_type,Asimétrico
82_1106013_length_type,Maxi
83_1132316_length_type,Maxi
86_1226774_length_type,Standard
81_1078508_length_type,INVALID
86_1213983_length_type,Maxi
82_1101714_length_type,Maxi
84_1177904_length_type,Largo
84_1152162_length_type,INVALID
85_1187955_length_type,Standard
83_1132906_length_type,Asimétrico
83_1121359_length_type,INVALID
85_1186716_length_type,Asimétrico
86_1209445_length_type,Maxi
85_1193078_length_type,Asimétrico
84_1177204_length_type,Midi
83_1153110_length_type,Maxi
81_1049035_length_type,Midi
86_1225820_length_type,Medio
81_1065129_length_type,INVALID
83_1122358_length_type,Crop
86_1208958_length_type,Corto
83_1140610_length_type,Asimétrico
83_1164998_length_type,Largo
86_1210523_length_type,INVALID
84_1158212_length_type,Maxi
86_1230512_length_type,Medio
81_1074271_length_type,Asimétrico
82_1113552_length_type,Asimétrico
84_1159245_length_type,Largo
81_1074479_length_type,Asimétrico
84_1167982_length_type,Largo
86_1218554_length_type,Maxi
85_1196528_length_type,INVALID
86_1213465_length_type,Standard
81_1079621_length_type,Medio
85_1176828_length_type,Asimétrico
84_1168003_length_type,INVALID
84_1180878_length_type,Largo
83_1136671_length_type,Asimétrico
81_1061004_length_type,Asimétrico
85_1181010_length_type,Asimétrico
86_1211283_length_type,Medio
82_1084783_length_type,INVALID
85_1189498_length_type,Largo
83_1146391_length_type,Mini/Micro
85_1202943_length_type,INVALID
85_1225321_length_type,Medio
84_1156726_length_type,Maxi
81_1075340_length_type,Medio
84_1174895_length_type,Medio
84_1156952_length_type,Asimétrico
85_1175145_length_type,Asimétrico
84_1169543_length_type,Asimétrico
86_1219130_length_type,Maxi
82_1110811_length_type,Maxi
82_1088111_length_type,INVALID
83_1144832_length_type,Mini/Micro
85_1183219_length_type,Asimétrico
84_1157377_length_type,Largo
85_1187428_length_type,Asimétrico
86_1208910_length_type,Asimétrico
84_1183832_length_type,Corto
86_1215344_length_type,Standard
83_1156575_length_type,Midi
85_1177427_length_type,Mini/Micro
83_1155128_length_type,INVALID
86_1217686_length_type,Midi
83_1129698_length_type,INVALID
85_1182363_length_type,Asimétrico
81_1070704_length_type,Medio
82_1087543_length_type,INVALID
83_1129147_length_type,Tres Cuartos
85_1180373_length_type,Asimétrico
85_1182293_length_type,Corto
84_1163652_length_type,Maxi
85_1207496_length_type,INVALID
86_1229934_length_type,Maxi
84_1169403_length_type,INVALID
82_1113582_length_type,INVALID
85_1188749_length_type,Maxi
84_1174820_length_type,INVALID
83_1128137_length_type,INVALID
84_1169736_length_type,Maxi
85_1186125_length_type,Standard
85_1184900_length_type,Asimétrico
82_1098384_length_type,Medio
84_1168585_length_type,Asimétrico
86_1213062_length_type,Medio
82_1105092_length_type,Asimétrico
86_1223878_length_type,INVALID
82_1089143_length_type,Maxi
85_1204096_length_type,Maxi
81_1081344_length_type,INVALID
83_1121311_length_type,Crop
84_1166719_length_type,Maxi
82_1109921_length_type,Asimétrico
81_1067427_length_type,Standard
85_1198375_length_type,Medio
86_1208271_length_type,Asimétrico
82_1109584_length_type,INVALID
81_1064517_length_type,Corto
83_1141824_length_type,Maxi
83_1122952_length_type,Maxi
83_1125575_length_type,INVALID
84_1160979_length_type,Asimétrico
86_1210721_length_type,Medio
84_1156705_length_type,Asimétrico
84_1161887_length_type,INVALID
84_1148099_length_type,INVALID
82_1097851_length_type,Maxi
82_1103939_length_type,INVALID
86_1209830_length_type,INVALID
83_1113906_length_type,Mini/Micro
82_1105025_length_type,Midi
83_1135428_length_type,Maxi
86_1203812_length_type,Asimétrico
85_1174755_length_type,INVALID
83_1137257_length_type,Largo
82_1114075_length_type,Maxi
83_1134352_length_type,Asimétrico
82_1109750_length_type,Maxi
84_1170558_length_type,INVALID
83_1151007_length_type,Maxi
81_1052400_length_type,Asimétrico
86_1219382_length_type,Asimétrico
86_1208101_length_type,INVALID
81_1065987_length_type,INVALID
84_1168467_length_type,Maxi
83_1156962_length_type,INVALID
83_1113701_length_type,Asimétrico
84_1159115_length_type,INVALID
83_1127272_length_type,Medio
82_1100021_length_type,INVALID
83_1141435_length_type,Asimétrico
85_1193168_length_type,Asimétrico
83_1119256_length_type,Corto
83_1142337_length_type,Asimétrico
86_1206866_length_type,Asimétrico
84_1157714_length_type,Largo
86_1215918_length_type,INVALID
85_1182913_length_type,Medio
86_1218701_length_type,Asimétrico
83_1127950_length_type,Mini/Micro
82_1103519_sleeve_length_type,Tres Cuartos
84_1166345_sleeve_length_type,Tirante Ancho
84_1148915_sleeve_length_type,Corta
84_1162255_sleeve_length_type,Larga
83_1131278_sleeve_length_type,Larga
82_1109166_sleeve_length_type,INVALID
84_1164677_sleeve_length_type,INVALID
85_1193718_sleeve_length_type,Corta
85_1189319_sleeve_length_type,Tirante Fino
86_1221174_sleeve_length_type,Tres Cuartos
81_1062247_sleeve_length_type,Tres Cuartos
84_1155091_sleeve_length_type,Corta
81_1065737_sleeve_length_type,Tirante Fino
85_1194457_sleeve_length_type,Tres Cuartos
85_1193276_sleeve_length_type,Tirante Fino
84_1150824_sleeve_length_type,Tres Cuartos
82_1108477_sleeve_length_type,Corta
83_1135437_sleeve_length_type,Tres Cuartos
82_1103600_sleeve_length_type,Tres Cuartos
83_1141308_sleeve_length_type,Tres Cuartos
81_1058831_sleeve_length_type,Tres Cuartos
86_1209544_sleeve_length_type,Tirante Ancho
81_1072067_sleeve_length_type,Tres Cuartos
83_1133354_sleeve_length_type,Corta
84_1169449_sleeve_length_type,Tres Cuartos
83_1118681_sleeve_length_type,Tres Cuartos
81_1080026_sleeve_length_type,Larga
81_1072691_sleeve_length_type,Tres Cuartos
83_1150716_sleeve_length_type,Corta
85_1191982_sleeve_length_type,Larga
84_1160594_sleeve_length_type,Tres Cuartos
86_1227842_sleeve_length_type,Tirante Fino
82_1119623_sleeve_length_type,Corta
82_1102241_sleeve_length_type,Tres Cuartos
86_1212859_sleeve_length_type,Tres Cuartos
83_1132328_sleeve_length_type,Corta
82_1121172_sleeve_length_type,Sin Manga
83_1148597_sleeve_length_type,Tirante Ancho
82_1087398_sleeve_length_type,Tres Cuartos
81_1080074_sleeve_length_type,Tres Cuartos
85_1182986_sleeve_length_type,Corta
86_1227924_sleeve_length_type,INVALID
85_1171701_sleeve_length_type,Tirante Fino
81_1080211_sleeve_length_type,Larga
83_1141639_sleeve_length_type,Corta
81_1074015_sleeve_length_type,Tres Cuartos
81_1055370_sleeve_length_type,Tirante Ancho
85_1189664_sleeve_length_type,Tirante Ancho
82_1103733_sleeve_length_type,INVALID
86_1220680_sleeve_length_type,Tres Cuartos
82_1094497_sleeve_length_type,INVALID
84_1163771_sleeve_length_type,Corta
85_1180245_sleeve_length_type,Tres Cuartos
84_1170750_sleeve_length_type,Corta
83_1142629_sleeve_length_type,INVALID
83_1137718_sleeve_length_type,Tirante Fino
81_1044987_sleeve_length_type,Corta
84_1156204_sleeve_length_type,Tres Cuartos
86_1223372_sleeve_length_type,INVALID
86_1218747_sleeve_length_type,Corta
86_1230820_sleeve_length_type,Tres Cuartos
83_1138834_sleeve_length_type,Larga
84_1169570_sleeve_length_type,Tres Cuartos
81_1063732_sleeve_length_type,Corta
82_1107249_sleeve_length_type,INVALID
83_1113476_sleeve_length_type,Tres Cuartos
83_1146306_sleeve_length_type,Tirante Fino
84_1160061_sleeve_length_type,Corta
85_1196696_sleeve_length_type,Tres Cuartos
86_1215346_sleeve_length_type,Tirante Ancho
86_1218367_sleeve_length_type,Larga
81_1070457_sleeve_length_type,Tres Cuartos
84_1149458_sleeve_length_type,Tres Cuartos
85_1197553_sleeve_length_type,Corta
84_1170592_sleeve_length_type,Tres Cuartos
85_1173758_sleeve_length_type,Tirante Fino
83_1134044_sleeve_length_type,Corta
83_1137856_sleeve_length_type,INVALID
86_1216158_sleeve_length_type,Tres Cuartos
82_1119320_sleeve_length_type,Tres Cuartos
81_1053947_sleeve_length_type,Corta
82_1085781_sleeve_length_type,INVALID
86_1219688_sleeve_length_type,Tirante Fino
83_1116520_sleeve_length_type,Tres Cuartos
84_1179756_sleeve_length_type,Tirante Fino
84_1186405_sleeve_length_type,Sin Manga
82_1084842_sleeve_length_type,INVALID
86_1212768_sleeve_length_type,Tres Cuartos
86_1215805_sleeve_length_type,Corta
85_1204310_sleeve_length_type,Corta
81_1066050_sleeve_length_type,Corta
85_1180881_sleeve_length_type,Corta
84_1155733_sleeve_length_type,Tres Cuartos
84_1153266_sleeve_length_type,Tres Cuartos
83_1135618_sleeve_length_type,Tirante Fino
85_1203089_sleeve_length_type,INVALID
85_1191362_sleeve_length_type,Tres Cuartos
85_1181483_sleeve_length_type,Tirante Fino
85_1174783_sleeve_length_type,Tres Cuartos
86_1226021_sleeve_length_type,Corta
86_1224860_sleeve_length_type,INVALID
86_1227369_sleeve_length_type,Tres Cuartos
83_1121343_sleeve_length_type,Corta
86_1231584_sleeve_length_type,Corta
82_1098818_sleeve_length_type,INVALID
85_1209879_sleeve_length_type,Tres Cuartos
85_1171608_sleeve_length_type,Tirante Fino
83_1140099_sleeve_length_type,Corta
86_1212596_sleeve_length_type,INVALID
83_1146826_sleeve_length_type,Corta
85_1177220_sleeve_length_type,Tres Cuartos
84_1174877_sleeve_length_type,Tirante Ancho
81_1048803_sleeve_length_type,Sin Manga
84_1154019_sleeve_length_type,Tirante Ancho
85_1196622_sleeve_length_type,Corta
85_1172943_sleeve_length_type,Tres Cuartos
86_1213997_sleeve_length_type,Sin Manga
82_1112968_sleeve_length_type,Corta
86_1207047_sleeve_length_type,Tres Cuartos
82_1084446_sleeve_length_type,Tirante Ancho
83_1140115_sleeve_length_type,Corta
86_1221756_sleeve_length_type,Corta
83_1162124_sleeve_length_type,Tres Cuartos
84_1173398_sleeve_length_type,Tirante Ancho
85_1225228_sleeve_length_type,Larga
82_1092178_sleeve_length_type,Corta
83_1136602_sleeve_length_type,Tres Cuartos
86_1225117_sleeve_length_type,Tirante Fino
81_1079141_sleeve_length_type,Corta
83_1117346_sleeve_length_type,Tirante Fino
86_1223458_sleeve_length_type,Tres Cuartos
84_1157249_sleeve_length_type,Corta
84_1179457_sleeve_length_type,Corta
84_1161262_sleeve_length_type,Tirante Fino
83_1128422_sleeve_length_type,Tres Cuartos
82_1116476_sleeve_length_type,INVALID
86_1229777_sleeve_length_type,Tres Cuartos
82_1101492_sleeve_length_type,Tres Cuartos
85_1191593_sleeve_length_type,Corta
86_1220427_sleeve_length_type,Tres Cuartos
86_1210752_sleeve_length_type,INVALID
84_1156693_sleeve_length_type,Corta
83_1109827_sleeve_length_type,Tres Cuartos
86_1207301_sleeve_length_type,Tres Cuartos
81_1072988_sleeve_length_type,Tres Cuartos
82_1110614_sleeve_length_type,Tirante Fino
82_1092115_sleeve_length_type,Tres Cuartos
81_1061549_sleeve_length_type,Corta
85_1193584_sleeve_length_type,Corta
83_1127263_sleeve_length_type,Corta
85_1198156_sleeve_length_type,Corta
82_1092847_sleeve_length_type,Tirante Ancho
86_1221597_sleeve_length_type,INVALID
82_1116095_sleeve_length_type,Tirante Ancho
86_1232456_sleeve_length_type,Tres Cuartos
82_1102632_sleeve_length_type,INVALID
83_1136451_sleeve_length_type,Corta
85_1200013_sleeve_length_type,Tres Cuartos
83_1149783_sleeve_length_type,Tres Cuartos
84_1164409_sleeve_length_type,Tirante Fino
82_1089689_sleeve_length_type,INVALID
86_1221749_sleeve_length_type,Tirante Fino
86_1230926_sleeve_length_type,Corta
84_1166220_sleeve_length_type,Tirante Fino
81_1059922_sleeve_length_type,Tres Cuartos
85_1198249_sleeve_length_type,Corta
83_1137553_sleeve_length_type,Corta
86_1227883_sleeve_length_type,INVALID
82_1106881_sleeve_length_type,Larga
84_1169016_sleeve_length_type,INVALID
81_1038394_sleeve_length_type,Corta
84_1144610_sleeve_length_type,Corta
86_1213394_sleeve_length_type,Corta
83_1137778_sleeve_length_type,Corta
85_1193204_sleeve_length_type,Corta
81_1080683_sleeve_length_type,Corta
83_1144664_sleeve_length_type,Tres Cuartos
84_1152818_sleeve_length_type,Tres Cuartos
82_1112614_sleeve_length_type,Tirante Fino
83_1125118_sleeve_length_type,INVALID
84_1165936_sleeve_length_type,Corta
85_1185519_sleeve_length_type,Corta
84_1172557_sleeve_length_type,INVALID
86_1214323_sleeve_length_type,Tres Cuartos
84_1175394_sleeve_length_type,Tres Cuartos
81_1074543_sleeve_length_type,Corta
83_1112743_sleeve_length_type,Tres Cuartos
83_1109821_sleeve_length_type,Tres Cuartos
81_1068297_sleeve_length_type,Tres Cuartos
85_1200142_sleeve_length_type,Tres Cuartos
82_1088525_sleeve_length_type,INVALID
82_1121023_sleeve_length_type,Tres Cuartos
82_1105835_sleeve_length_type,Tirante Ancho
85_1190585_sleeve_length_type,Tirante Fino
85_1173710_sleeve_length_type,Tres Cuartos
84_1160057_sleeve_length_type,Corta
82_1100806_sleeve_length_type,Tres Cuartos
84_1148225_sleeve_length_type,Corta
84_1167025_sleeve_length_type,Corta
81_1038327_sleeve_length_type,Tres Cuartos
83_1119347_sleeve_length_type,Larga
81_1061617_sleeve_length_type,Tres Cuartos
86_1210201_sleeve_length_type,Corta
84_1173214_sleeve_length_type,Corta
84_1167703_sleeve_length_type,INVALID
85_1178065_sleeve_length_type,Tres Cuartos
86_1227390_sleeve_length_type,Corta
85_1186811_sleeve_length_type,Tirante Ancho
84_1155435_sleeve_length_type,Tres Cuartos
84_1166297_sleeve_length_type,Corta
84_1150397_sleeve_length_type,Tres Cuartos
83_1152117_sleeve_length_type,Corta
85_1194959_sleeve_length_type,Corta
85_1179387_sleeve_length_type,Tres Cuartos
81_1062723_sleeve_length_type,INVALID
85_1191312_sleeve_length_type,Corta
85_1205196_sleeve_length_type,Corta
82_1108987_sleeve_length_type,Tres Cuartos
85_1200412_sleeve_length_type,Tirante Fino
85_1188300_sleeve_length_type,Corta
85_1190217_sleeve_length_type,Corta
85_1200947_sleeve_length_type,INVALID
85_1203571_sleeve_length_type,Tres Cuartos
81_1059331_sleeve_length_type,Tres Cuartos
84_1161493_sleeve_length_type,Tres Cuartos
86_1201159_sleeve_length_type,Tres Cuartos
82_1108937_sleeve_length_type,Tres Cuartos
85_1189649_sleeve_length_type,Tirante Ancho
84_1165514_sleeve_length_type,INVALID
82_1103315_sleeve_length_type,Corta
83_1118726_sleeve_length_type,Corta
84_1166457_sleeve_length_type,Tirante Fino
84_1160260_sleeve_length_type,Corta
84_1160729_sleeve_length_type,Tirante Fino
84_1156470_sleeve_length_type,INVALID
86_1210419_sleeve_length_type,Corta
82_1090041_sleeve_length_type,INVALID
83_1150398_sleeve_length_type,Corta
82_1079396_sleeve_length_type,Corta
85_1172486_sleeve_length_type,Tres Cuartos
82_1087575_sleeve_length_type,Tres Cuartos
85_1187493_sleeve_length_type,Corta
81_1076648_sleeve_length_type,Tirante Fino
85_1202254_sleeve_length_type,Sin Manga
85_1186750_sleeve_length_type,Tres Cuartos
84_1167034_sleeve_length_type,INVALID
82_1089873_sleeve_length_type,INVALID
86_1213257_sleeve_length_type,Corta
85_1181268_sleeve_length_type,Tres Cuartos
85_1180194_sleeve_length_type,Tres Cuartos
82_1118635_sleeve_length_type,INVALID
86_1216756_sleeve_length_type,INVALID
85_1194273_sleeve_length_type,Tirante Ancho
85_1193102_sleeve_length_type,Tirante Ancho
83_1119368_sleeve_length_type,Corta
85_1199745_sleeve_length_type,Tirante Fino
84_1165330_sleeve_length_type,Tres Cuartos
82_1089145_sleeve_length_type,Tirante Ancho
83_1128974_sleeve_length_type,INVALID
82_1116540_sleeve_length_type,INVALID
84_1156243_sleeve_length_type,Corta
84_1168266_sleeve_length_type,Tirante Ancho
86_8480820_sleeve_length_type,Larga
83_1116304_sleeve_length_type,Tres Cuartos
82_1099148_sleeve_length_type,Tres Cuartos
84_1154173_sleeve_length_type,Tres Cuartos
85_1204475_sleeve_length_type,Tres Cuartos
84_1175041_sleeve_length_type,INVALID
85_1199343_sleeve_length_type,Corta
83_1125498_sleeve_length_type,INVALID
84_1167652_sleeve_length_type,Tres Cuartos
83_1115464_sleeve_length_type,Tres Cuartos
84_1153627_sleeve_length_type,INVALID
83_1136865_sleeve_length_type,Tres Cuartos
85_1200123_sleeve_length_type,Tres Cuartos
86_1212049_sleeve_length_type,Corta
84_1164196_sleeve_length_type,Tres Cuartos
81_1067717_sleeve_length_type,Tirante Fino
83_1133955_sleeve_length_type,Tirante Fino
81_1074789_sleeve_length_type,Corta
82_1108313_sleeve_length_type,Sin Manga
82_1117490_sleeve_length_type,INVALID
81_1077685_sleeve_length_type,Corta
86_1212823_sleeve_length_type,Tres Cuartos
82_1101311_sleeve_length_type,Tres Cuartos
82_1097759_sleeve_length_type,Corta
81_1056436_sleeve_length_type,Tres Cuartos
85_1194720_sleeve_length_type,Tres Cuartos
86_1207377_sleeve_length_type,INVALID
82_1105966_sleeve_length_type,Tirante Fino
86_1210041_sleeve_length_type,Tres Cuartos
82_1103727_sleeve_length_type,INVALID
83_1144027_sleeve_length_type,Sin Manga
85_1179224_sleeve_length_type,INVALID
84_1158132_sleeve_length_type,Tres Cuartos
83_1132943_sleeve_length_type,Corta
84_1157244_sleeve_length_type,Corta
85_1175341_sleeve_length_type,Tres Cuartos
84_1166832_sleeve_length_type,INVALID
83_1127336_sleeve_length_type,Tres Cuartos
86_1211209_sleeve_length_type,INVALID
86_1216866_sleeve_length_type,Corta
82_1108292_sleeve_length_type,INVALID
83_1143216_sleeve_length_type,Tres Cuartos
85_1214386_sleeve_length_type,Corta
84_1165143_sleeve_length_type,Tres Cuartos
83_1135485_sleeve_length_type,Corta
85_1180499_sleeve_length_type,Corta
86_1218066_sleeve_length_type,Tirante Ancho
83_1159725_sleeve_length_type,Tirante Ancho
81_1079083_sleeve_length_type,Tres Cuartos
82_1104842_sleeve_length_type,Tres Cuartos
84_1164053_sleeve_length_type,Corta
81_1055853_sleeve_length_type,Corta
81_1065767_sleeve_length_type,Larga
84_1166512_sleeve_length_type,Corta
82_1108097_sleeve_length_type,Tres Cuartos
81_1076611_sleeve_length_type,Corta
84_1167607_sleeve_length_type,INVALID
84_1173840_sleeve_length_type,Tirante Ancho
85_1178378_sleeve_length_type,Corta
83_1139917_sleeve_length_type,Corta
85_1214413_sleeve_length_type,Corta
83_1137152_sleeve_length_type,INVALID
84_1185402_sleeve_length_type,Tres Cuartos
85_1189018_sleeve_length_type,Corta
83_1128554_sleeve_length_type,Corta
82_1090756_sleeve_length_type,INVALID
86_1210454_sleeve_length_type,INVALID
84_1174749_sleeve_length_type,Larga
85_1188542_sleeve_length_type,Corta
82_1109177_sleeve_length_type,INVALID
86_1223802_sleeve_length_type,Tirante Fino
85_1195212_sleeve_length_type,Tres Cuartos
81_1066954_sleeve_length_type,Corta
86_1219369_sleeve_length_type,Corta
85_1207791_sleeve_length_type,Sin Manga
86_1216988_sleeve_length_type,Corta
85_1211694_sleeve_length_type,Tres Cuartos
86_1221540_sleeve_length_type,Corta
83_1116404_sleeve_length_type,Corta
83_1136455_sleeve_length_type,Corta
83_1136183_sleeve_length_type,Corta
86_1214786_sleeve_length_type,Corta
82_1085966_sleeve_length_type,Tres Cuartos
82_1104344_sleeve_length_type,Tres Cuartos
86_1218613_sleeve_length_type,Tirante Ancho
86_1212956_sleeve_length_type,Tirante Fino
82_1085155_sleeve_length_type,Sin Manga
83_1143231_sleeve_length_type,Corta
84_1156480_sleeve_length_type,Tirante Fino
85_1195748_sleeve_length_type,Tres Cuartos
83_1118733_sleeve_length_type,Tres Cuartos
85_1197420_sleeve_length_type,Corta
83_1116737_sleeve_length_type,Tres Cuartos
83_1145248_sleeve_length_type,Tres Cuartos
85_1200579_sleeve_length_type,Tirante Ancho
84_1166376_sleeve_length_type,Tirante Fino
85_1201982_sleeve_length_type,Sin Manga
85_1181794_sleeve_length_type,INVALID
85_1183338_sleeve_length_type,Tres Cuartos
81_1079684_sleeve_length_type,Corta
84_1177065_sleeve_length_type,INVALID
86_1205593_sleeve_length_type,Corta
86_1206120_sleeve_length_type,Tres Cuartos
86_1219616_sleeve_length_type,Corta
84_1164020_sleeve_length_type,Corta
83_1125763_sleeve_length_type,Corta
83_1120286_sleeve_length_type,INVALID
85_1172610_sleeve_length_type,Tres Cuartos
83_1117110_sleeve_length_type,Tres Cuartos
81_1058888_sleeve_length_type,Tres Cuartos
84_1155252_sleeve_length_type,Tres Cuartos
82_1085342_sleeve_length_type,Corta
85_1194205_sleeve_length_type,Corta
81_1049467_sleeve_length_type,Corta
85_1185692_sleeve_length_type,Corta
86_1226937_sleeve_length_type,Corta
85_1208302_sleeve_length_type,INVALID
81_1074484_sleeve_length_type,INVALID
84_1159409_sleeve_length_type,INVALID
84_1175122_sleeve_length_type,Larga
81_1075575_sleeve_length_type,Larga
83_1123919_sleeve_length_type,Tres Cuartos
83_1155197_sleeve_length_type,Corta
83_1152704_sleeve_length_type,INVALID
83_1147822_sleeve_length_type,Tres Cuartos
82_1100967_sleeve_length_type,INVALID
85_1181985_sleeve_length_type,Tirante Fino
81_1073756_sleeve_length_type,Tirante Ancho
86_1217728_sleeve_length_type,INVALID
85_1177211_sleeve_length_type,Corta
86_1211366_sleeve_length_type,Tirante Fino
82_1088824_sleeve_length_type,Corta
86_1232377_sleeve_length_type,Sin Manga
84_1164904_sleeve_length_type,Tres Cuartos
86_1232351_sleeve_length_type,Tirante Ancho
85_1187394_sleeve_length_type,Tirante Fino
86_1210173_sleeve_length_type,Tres Cuartos
83_1148515_sleeve_length_type,Corta
83_1130072_sleeve_length_type,Tres Cuartos
86_1212758_sleeve_length_type,Tres Cuartos
83_1130647_sleeve_length_type,Tres Cuartos
83_1144729_sleeve_length_type,Corta
85_1189006_sleeve_length_type,Corta
86_1230891_sleeve_length_type,Tres Cuartos
86_6802269_sleeve_length_type,Corta
85_1201740_sleeve_length_type,Tres Cuartos
82_1108768_sleeve_length_type,Tres Cuartos
86_1228464_sleeve_length_type,Sin Manga
86_2481582_sleeve_length_type,Larga
86_1210186_sleeve_length_type,Tres Cuartos
86_9186048_sleeve_length_type,Sin Manga
82_1098124_sleeve_length_type,Corta
85_1196584_sleeve_length_type,Tirante Fino
86_1215612_sleeve_length_type,Larga
85_1209030_sleeve_length_type,INVALID
84_1166271_sleeve_length_type,Larga
84_1158047_sleeve_length_type,Tres Cuartos
83_1133864_sleeve_length_type,Tres Cuartos
84_1167474_sleeve_length_type,INVALID
84_1166226_sleeve_length_type,Tirante Ancho
86_1224877_sleeve_length_type,Corta
86_1220973_sleeve_length_type,Larga
81_1059177_sleeve_length_type,Tres Cuartos
84_1169562_sleeve_length_type,INVALID
84_1172358_sleeve_length_type,INVALID
83_1133096_sleeve_length_type,INVALID
83_1119694_sleeve_length_type,Tirante Ancho
82_1090559_sleeve_length_type,Tres Cuartos
84_1183826_sleeve_length_type,Tres Cuartos
85_1175713_sleeve_length_type,Corta
86_1227672_sleeve_length_type,Corta
83_1129727_sleeve_length_type,Tres Cuartos
84_1179488_sleeve_length_type,Tres Cuartos
86_1212386_sleeve_length_type,Tres Cuartos
86_1223219_sleeve_length_type,Tres Cuartos
84_1166090_sleeve_length_type,Tres Cuartos
84_1158260_sleeve_length_type,Tres Cuartos
84_1170185_sleeve_length_type,Tres Cuartos
81_1065042_sleeve_length_type,Corta
86_1214292_sleeve_length_type,Tirante Ancho
86_1218828_sleeve_length_type,Corta
82_1085833_sleeve_length_type,Corta
85_1191182_sleeve_length_type,INVALID
85_1203361_sleeve_length_type,Corta
86_1225442_sleeve_length_type,Tirante Ancho
86_1210740_sleeve_length_type,Corta
84_1157729_sleeve_length_type,Corta
82_1109470_sleeve_length_type,Tres Cuartos
86_1216164_sleeve_length_type,Corta
84_1162324_sleeve_length_type,Corta
86_1218383_sleeve_length_type,Tres Cuartos
82_1090303_sleeve_length_type,Tres Cuartos
81_1092951_sleeve_length_type,Tres Cuartos
81_1059202_sleeve_length_type,Corta
83_1120597_sleeve_length_type,Corta
81_1069669_sleeve_length_type,Tres Cuartos
83_1134375_sleeve_length_type,INVALID
86_1229212_sleeve_length_type,INVALID
84_1154121_sleeve_length_type,Tres Cuartos
84_1151218_sleeve_length_type,Tres Cuartos
83_1135027_sleeve_length_type,Corta
86_1223815_sleeve_length_type,Tres Cuartos
82_1093697_sleeve_length_type,Corta
85_1185225_sleeve_length_type,Corta
84_1154248_sleeve_length_type,Tres Cuartos
83_1116193_sleeve_length_type,Tres Cuartos
84_1157521_sleeve_length_type,INVALID
85_1181262_sleeve_length_type,Sin Manga
82_1116903_sleeve_length_type,Larga
84_1163838_sleeve_length_type,Corta
86_1217346_sleeve_length_type,Tres Cuartos
81_1066621_sleeve_length_type,Tirante Fino
82_1078253_sleeve_length_type,Corta
82_1088420_sleeve_length_type,INVALID
84_1169733_sleeve_length_type,Tres Cuartos
81_1066922_sleeve_length_type,Corta
84_1167864_sleeve_length_type,Sin Manga
85_1205743_sleeve_length_type,INVALID
86_1232448_sleeve_length_type,INVALID
86_1205213_sleeve_length_type,INVALID
86_1208359_sleeve_length_type,INVALID
84_1161073_sleeve_length_type,Corta
86_1223615_sleeve_length_type,Sin Manga
81_1072977_sleeve_length_type,Tirante Ancho
86_1216533_sleeve_length_type,INVALID
86_1210985_sleeve_length_type,Corta
82_1090571_sleeve_length_type,Tirante Fino
84_1168382_sleeve_length_type,INVALID
86_1222098_sleeve_length_type,Tirante Ancho
84_1158534_sleeve_length_type,Corta
81_1058184_sleeve_length_type,Tres Cuartos
83_1127372_sleeve_length_type,Corta
82_1115712_sleeve_length_type,Tirante Ancho
82_1081249_sleeve_length_type,Corta
85_1178162_sleeve_length_type,Corta
81_1080022_sleeve_length_type,INVALID
